10	11.25	228.48	6.5
110	11.44348	295.18	4.8
80	11.45	156.5048	13.1
225	11.45	237.93	4.5
195	11.46667	237.99	13.3
7	11.51667	225.44	12.2
10	11.53333	206.3652	10.5
23	11.55455	194.9478	25.9
36	11.56341	162.3273	3.2
142	11.575	211.8	3.6
264	11.63478	295.94	6.1
65	11.65833	217.9391	3.2
90	11.71304	293.28	10.2
23	11.82727	192.1913	11.5
10	11.95833	210.8435	15.5
23	11.95833	265.0429	14.7
239	12.00833	228.14	4
7	12.00909	192.1826	10.7
36	12.025	140.581	4.5
76	12.06098	164.3182	6.8
23	12.08182	180.5304	31.3
68	12.11304	256.7333	9.1
938	12.16667	231.37	5
225	12.17273	180.7739	6.6
7	12.20833	204.0261	11.1
68	12.25833	239.93	8
23	12.29091	192.2696	17
225	12.33636	190.8435	4
8	12.35833	211.287	3.2
225	12.44146	165.0091	4.7
4	12.49565	247.019	5.2
327	12.525	219.5739	3.3
19	12.56522	294.06	5.6
36	12.58182	189.5565	3.1
52	12.62727	186.1913	3.2
45	12.66585	171.7455	8.4
36	12.66667	145.8667	3.9
41	12.75833	204.1826	22.3
13	12.8122	164.8818	35.5
23	12.925	216.1565	8.7
36	12.975	203.5652	5
23	13.05	231.48	61
938	13.05455	196.0696	3.6
21	13.10435	245.3238	10.5
8	13.15366	176.2909	6
22	13.175	156.981	3.3
749	13.20833	276.4619	3.6
142	13.34167	231.62	16.5
225	13.35	232.86	3.5
71	13.39167	276.9381	3
9	13.47273	196.8348	36.1
36	13.5	143.1238	3.3
749	13.525	269.281	3.5
18	13.59268	165.2091	8.5
749	13.61667	273.1857	4.6
79	13.63171	171.8182	6.7
45	13.67073	174.9091	8.2
58	13.71667	235.09	23.3
36	13.71951	170.1545	5.1
71	13.725	204.7913	3.1
10	13.77273	181.8435	12.5
42	13.87273	192.0348	4.8
110	13.9913	284.18	7.4
68	14.00833	268.481	28
264	14.04167	275.8905	6.3
7	14.09091	194.7652	4.8
23	14.13913	285.15	31.6
23	14.175	216.8783	3.1
112	14.175	269.1	39.5
7	14.18333	227.3	6.8
10	14.225	218.113	5.5
68	14.225	273.3381	4.1
112	14.225	275.1	47.4
938	14.25	205.0174	4.8
10	14.25	234.03	9.5
23	14.25	275.8333	5.6
938	14.29091	196.9478	6.2
939	14.38182	180.8261	11.4
21	14.4	252.5619	28
76	14.48333	266.6714	3.2
15	14.5	152.2381	7.5
8	14.5	176.7727	5
195	14.55652	257.8286	3.4
10	14.56667	207.4957	4
36	14.58182	191.1304	3.2
10	14.60833	219.2696	4.6
22	14.61739	293.37	17.4
36	14.68537	175.6545	9.8
22	14.78261	255.181	15.9
23	14.78333	207.4522	3.8
17	14.81667	274.3381	5.9
67	14.86667	276.7952	34.7
327	14.88333	216.1652	4.1
33	15.05	274.5571	13.1
938	15.05833	215.9913	6.8
9	15.14167	207.7826	34
8	15.15366	171.3091	5.5
264	15.16667	273.4048	4.2
7	15.17391	285.09	6.1
191	15.24167	214.6783	8.2
216	15.25	155.3048	6
23	15.26957	243.3238	26.3
71	15.29167	209.2261	4.8
23	15.33636	192.9043	20.6
7	15.35455	186.9391	11
23	15.36667	228.61	3.6
749	15.37391	254.1333	3.4
36	15.4	192.6609	3.3
10	15.4087	242.619	4.9
90	15.48333	146.9524	7.5
938	15.50833	209.0696	5.5
202	15.50833	270.4238	3
7	15.54545	195.9304	4.4
7	15.575	144.1524	8.9
142	15.62609	242.2952	3.2
191	15.65	216.9217	5.3
7	15.7	199.1043	16.4
75	15.70833	151.0762	9
75	15.70909	180.1652	5
8	15.75	209.9826	4
7	15.78333	142.2	12.4
22	15.78333	226.73	13.4
68	15.78333	235.81	11
10	15.81739	242	5.7
216	15.90833	150.6952	5
21	15.96522	285.98	11.7
36	15.975	226.95	3.8
749	16.05833	277.3571	4.5
80	16.08182	186.6522	16.6
938	16.175	230.26	8.6
10	16.2	207.6696	3
36	16.225	150.0286	10.8
75	16.23333	209.7217	20
23	16.26957	283.24	7
42	16.275	210.4522	10.4
33	16.29167	237.76	10.5
10	16.3	218.2609	11.8
10	16.34167	203.3304	3.5
938	16.35	207.5913	3
9	16.40244	169.6636	36.9
110	16.41739	285.91	5.8
42	16.575	236.36	5.5
225	16.60732	178.6182	3.2
90	16.64634	179	10
142	16.7	224.36	8
21	16.8	223.15	5
79	16.825	230.12	4.6
23	16.84545	180.0261	10.2
23	16.88333	232.98	36.8
68	16.89565	284.11	8.7
938	16.91667	205.5391	3.6
225	16.94878	164.5818	6.7
23	16.95652	256.9333	11.4
36	16.99167	206.3478	5.7
192	17.025	231.16	10.3
191	17.04167	263.3667	4.2
10	17.05	226.14	10.7
23	17.075	206.6174	21.1
10	17.29565	282.66	3.9
10	17.31667	211.9304	27
110	17.34545	184.2696	6.2
23	17.375	275.2143	5.6
45	17.39167	269.5667	9.7
68	17.42609	295.4	3
36	17.43636	193.087	3.9
33	17.53913	290.63	4.3
938	17.55	223.18	4.1
142	17.6087	297.62	7.6
21	17.68696	242.8476	21
36	17.69167	231.29	3.4
264	17.70435	283.54	4
22	17.77391	294.5	33.1
36	17.99167	155.8095	6.1
10	18.01667	228.39	5.5
6	18.03478	288.76	5.9
22	18.05455	193.3826	4.3
76	18.13902	176.0364	4
75	18.2561	168.9545	4.4
23	18.28333	271.1952	7.2
7	18.41667	275.1571	11.7
264	18.43171	176.2545	3.4
264	18.45	269.0905	5
7	18.46364	193.9565	15.1
7	18.475	204.5391	6.2
10	18.50435	244.819	3.2
23	18.50976	166.6455	49.6
225	18.68537	173.8818	3.6
264	18.69565	240.6667	3.7
53	18.7	194.0696	8.7
36	18.88182	194.8	3.5
264	18.9	154.619	4.6
75	18.93333	207.3652	7.5
36	18.96667	152.7333	7.6
7	18.96667	208.2	12.3
36	19.09512	178.2909	12.8
45	19.10435	282.72	6.9
79	19.11463	164.8818	7.4
264	19.19268	167.3	7
10	19.24167	204.6522	4.4
36	19.24545	194.7826	3.2
33	19.36667	270.1	28
90	19.39167	156.0286	6.6
7	19.59268	171.6	3
36	19.61667	208.0174	4.4
7	19.63333	205.0696	4.3
7	19.63478	242.6381	8.5
6	19.69167	276.8619	7.9
23	19.83478	286.73	17.6
45	19.87561	174.4182	8
23	19.88696	285.01	6.1
33	19.89167	202.3652	4.9
33	19.89167	226.7	8
10	19.90833	203.7043	3
6	19.93043	289.29	4.9
165	19.95	266.8524	10.8
110	20.01739	255.019	7.5
10	20.04348	249.2476	8.9
23	20.11667	151.981	31.4
39	13.64348	288.77	4.3
75	19.72	327.77	4.1
10	19.75	649.5209	4.6
23	19.78488	678.0044	9.8
216	19.9	372.175	3.2
216	19.93636	626.85	8
195	19.94783	254.5364	3.3
53	19.96	375.325	8.7
36	19.98	375.1167	3.5
233	20	743.2	15
216	20.00909	744.35	6
4	20.01744	664.3244	3.4
75	20.04	154.4149	12.2
19	20.04651	306.446	13.9
36	20.06222	608.4348	8.5
74	20.06957	728.86	7.2
62	20.13721	773.73	10.2
18	20.14615	563.2909	16.5
36	20.18261	194.61	3.5
7	20.20909	463.55	16.4
10	20.23	650.4884	14.7
10	20.24	611.9478	6.2
62	20.24889	611.7913	10.3
90	20.28537	403.8417	5.9
7	20.33913	199.39	7.1
62	20.34186	767.36	21.2
10	20.36444	611.1565	8.2
9	20.39111	605.913	28.7
225	20.39111	615.3217	3.5
90	20.4	443.89	3.5
36	20.41	369.1417	3.3
23	20.42	163.9915	30.2
7	20.45	445.53	3
46	20.45106	521.2	7.8
225	20.45333	612.5043	3.3
36	20.47	374.95	4.3
10	20.47273	636.66	3.1
10	20.48	647.2419	3.5
10	20.49778	612.6522	3.4
10	20.50667	608.0609	4.5
10	20.50909	631.92	12.7
15	20.54545	750.26	7.3
41	20.55814	302.894	12.7
10	20.56364	630.81	9
76	20.57	158.7809	5
36	20.58	377.0917	6.5
15	20.58182	749.86	5.1
33	20.58936	594.66	7.5
75	20.60638	587.98	3.9
22	20.6087	723.5	10.7
10	20.61739	192.98	12.5
225	20.64	321.31	4.4
36	20.65	332.31	10.7
101	20.66667	394.96	4
18	20.66957	181.21	12.7
17	20.67391	540.95	3
7	20.69	421.7953	7.2
225	20.69333	612.4087	3
216	20.70435	722.31	4.7
36	20.71	142.6447	4.7
6	20.72	425.3395	6.6
10	20.72889	611.6435	4
7	20.74	658.4977	3.6
39	20.75745	526.8095	4.5
36	20.76522	180.94	5.3
216	20.78293	407.4833	6.3
68	20.8	394.9	6.5
36	20.81	334.33	4
10	20.83556	612.3565	3.9
52	20.86829	503.79	3.8
36	20.87	156.2532	4.1
10	20.9	645.1302	4.1
233	20.90909	745.2	14.2
53	20.91538	566.8727	21.2
80	20.96	448	30.7
7	20.9913	193.12	8.9
23	21.02	703.1308	4.7
10	21.04884	768.07	5.6
62	21.05745	588.3	18.3
7	21.08	428.5302	5
76	21.12	170.417	4.1
33	21.12	601.2261	4.5
10	21.12326	762.82	8.6
36	21.12381	342.87	3.2
10	21.13913	270.6578	6.3
57	21.13913	730.35	17.9
76	21.14	177.166	11.8
10	21.14545	632	12.8
10	21.14545	634.01	5.8
21	21.14783	242.9909	4.1
21	21.16364	620.28	19.5
12	21.16596	532.7048	7.5
46	21.17	435.2465	7.4
23	21.17209	231.3209	57
62	21.2	603.687	11.5
12	21.21739	727.03	9.5
19	21.22553	530.3524	6.3
22	21.22609	724.56	8.1
6	21.22791	232.2884	4.4
36	21.2381	341.26	3.5
142	21.24651	236.7349	7.1
10	21.25333	601.0783	4.5
23	21.27111	603.7391	7.1
225	21.28	693.2333	4.6
36	21.29	429.5535	4.3
33	21.31556	611.3391	3.9
938	21.32093	233.4512	4.9
142	21.33043	261.7689	8.1
39	21.34651	770.08	4.6
39	21.35	687.7833	4.2
36	21.36383	589.53	6.2
9	21.38723	524.3333	22.5
7	21.39	369.475	5.7
142	21.4087	215.904	10.1
7	21.42609	200.136	3.9
108	21.44348	256.3455	47
8	21.44884	774.54	4.3
216	21.45217	187.59	3.2
233	21.46	687.825	11.8
79	21.46	689.9417	5
67	21.46087	184.59	4.2
7	21.46957	202.944	6.2
10	21.46957	202.944	5.9
22	21.49	702.8538	34
10	21.49651	669.1244	7.5
9	21.53171	503.25	26
36	21.54	336.51	3.5
36	21.54	376.5583	3.4
10	21.54	645.5674	12
23	21.55957	590	7.1
6	21.56522	186.61	6.5
10	21.56522	240.2727	17.3
191	21.57	279.79	5.4
57	21.57	656.7953	46.5
10	21.58	689.85	6.5
62	21.58222	608.5913	0
112	21.59	425.2	30.8
41	21.6087	207.736	20.7
233	21.6186	221.3116	10.2
75	21.63478	201.56	11.8
101	21.64146	405.3	30.7
225	21.66	716.0538	3.7
59	21.69231	561.1545	5.5
225	21.70976	405.1667	3.4
65	21.73333	388.95	3.7
10	21.76	610	4
749	21.77391	271.0489	5
216	21.78	688.6333	4.3
79	21.79	172.7149	19
10	21.79419	668.0756	5.5
67	21.8087	254.7182	4
14	21.80909	621.54	17.4
10	21.82727	637.83	4.4
12	21.8383	532.2381	6.1
23	21.87	280.91	28
39	21.88605	773.22	4
10	21.9	659.6977	6.6
10	21.92	613.3652	3.4
99	21.92439	414.3667	3.4
938	21.92558	223.9721	7.3
938	21.94783	204.336	4.5
23	21.95	141.9213	9.6
19	21.95233	676.9644	4.7
36	21.95349	310.814	3.8
22	21.96977	766.13	11.2
99	21.97209	235.7767	13.9
22	21.98462	571.8	17
19	21.99	708.3846	4
6	22	460.83	7.3
10	22.00814	666.36	5.6
264	22.01739	267.1378	4.7
225	22.01915	597.03	5.3
216	22.01951	507.96	3.8
10	22.02727	755.12	5
78	22.05	453.06	49.5
216	22.06923	565.4	6.2
36	22.07	153.9298	5
10	22.07	656.8884	16.1
37	22.08889	601.487	4.7
36	22.09	324.93	3.6
264	22.09302	235.693	5.2
264	22.09302	308.23	4.5
12	22.09565	724.96	16.6
15	22.1	161.4213	8
18	22.1	371.9167	6
111	22.10476	344.13	12.4
10	22.11818	635.89	3.3
33	22.12979	598.46	3.8
23	22.13	433.5349	20.5
10	22.13837	664.6711	9.8
154	22.15	691.5833	4.2
85	22.15581	772.78	5
191	22.16522	258.1818	6.5
36	22.16585	509.27	7.1
75	22.17	451.01	11.8
79	22.18	164.1532	7.8
76	22.19048	495	4.2
57	22.19574	525.1905	26.6
4	22.2	152.917	4.8
10	22.2	214.52	5.3
19	22.21395	233.9442	9.1
23	22.21739	206.768	8.9
131	22.23846	579.4636	19.3
225	22.25	156.6617	4
23	22.26	365.8083	19.1
10	22.27556	608.7652	3.3
10	22.28	649.5209	3.7
10	22.28261	556.39	5.5
10	22.28444	611.0609	3.8
23	22.28696	252.0909	11.5
79	22.29524	390.05	3.9
36	22.3	160.3064	3.2
75	22.31304	206.944	10.2
33	22.33778	601.2261	5
23	22.33913	195.18	14.2
19	22.3439	410.9583	3.7
938	22.34783	205.456	6.2
39	22.38182	475.7	3.6
7	22.38293	408.8833	4.6
62	22.39767	760.98	12.6
36	22.4	308.798	7.5
10	22.40909	631.46	3.3
233	22.41744	675.1156	8.7
42	22.41915	597.63	7.5
13	22.44	362.9	13.7
216	22.45	371.675	5.2
27	22.46	321.82	22.9
36	22.46	326.04	3.5
18	22.47273	470	4.5
6	22.48571	398.51	4
110	22.48696	264.3911	17.9
22	22.49186	675.0622	16.6
78	22.49524	386.59	54.5
938	22.49565	216.4	8.4
216	22.50116	674.8756	5.5
36	22.51	365.975	3.5
10	22.51818	755.72	8
10	22.52	655.4837	6
75	22.5383	588.09	5.8
216	22.54783	272.3911	4.5
62	22.56	687.225	24.3
60	22.56364	622.57	15.1
22	22.57143	499.7333	39.1
225	22.57442	769.78	4.5
36	22.6	372.4	3.3
233	22.61739	214.088	10.2
4	22.62222	600.0087	3.4
10	22.62727	639.01	7.4
177	22.63256	307.206	6.3
23	22.63478	186.31	27.5
75	22.64	364.775	3.2
10	22.65	646.1535	3.4
12	22.66596	587.03	9.2
216	22.66923	565.7545	4.4
7	22.67447	592.97	9.5
68	22.67826	239.8364	4
10	22.68	653.586	6.2
53	22.68571	342.99	3.3
45	22.68571	355	8.4
7	22.68696	197.36	6.6
9	22.69	441.72	24.6
36	22.71	369.925	4.7
79	22.71111	601.1391	3.4
56	22.71429	356.41	27.6
65	22.72174	247.6455	11.9
195	22.73	299.36	7.5
41	22.73	456.32	14.3
42	22.74302	667.4178	7.8
79	22.74545	740.95	4.2
23	22.76154	571.9545	4.7
36	22.8	155.3936	6.5
22	22.8	492.9238	39.8
30	22.80909	474.82	7.1
967	22.80976	513.44	16.1
216	22.82	167.8043	4.6
41	22.82553	525.8571	11.5
239	22.83	336.47	7.5
10	22.83556	611.6783	8.6
216	22.83636	478.94	3
10	22.85957	526.0667	9.1
112	22.86087	270.72	17.9
935	22.87	145.9468	10.8
85	22.87209	767.02	16
33	22.87273	638.68	5.5
36	22.87442	306.942	4.3
39	22.87692	562.3273	6.7
59	22.88511	529.781	3.3
7	22.88571	492.8952	7
90	22.9	412.7667	6.5
10	22.90435	212.272	3.1
142	22.90435	275.6	11.5
79	22.91	430.7163	8.1
65	22.91304	196.81	5.8
45	22.92381	397.76	7.1
36	22.93	378.375	4
7	22.94	423.814	14.8
191	22.95652	247.5818	6.3
19	22.9619	499.9333	5.3
23	22.96522	244.5273	14
7	22.97	447.17	9.1
80	22.97273	741.45	137.7
42	22.9878	412.1583	3.5
749	22.99535	302.438	12.9
233	23	189.67	8.1
22	23	754.01	10
9	23.01463	508.6	47.7
225	23.02093	764.56	4.2
60	23.02609	726.12	11.4
23	23.02857	495.819	3.4
76	23.03	335.27	3.7
5	23.04348	722.79	6.3
85	23.06	422.8465	3.9
22	23.06	717.4462	7.1
75	23.08537	405.225	16.2
76	23.10638	531.4952	4.4
10	23.10909	633.11	3.2
8	23.11	145.9553	8
22	23.11395	770.94	17
41	23.12174	203.2	12.5
67	23.13333	358.23	5
36	23.14	373.1833	3.6
10	23.15	657.4558	6.9
938	23.16522	209.072	3.4
191	23.17209	227.6465	5
225	23.18182	742.83	4.8
23	23.18261	203.256	44.2
225	23.19111	603.2696	4.5
44	23.2	624.19	5.9
10	23.2	707.1769	4
233	23.24	651.2512	7
99	23.25465	670.9467	7.8
7	23.26957	195.88	20.1
41	23.26957	198.57	15.2
10	23.28	647.9767	4.3
10	23.28256	674.2	3.6
7	23.28696	188.73	3.5
6	23.28696	239.9455	4.1
33	23.28889	612.913	4.8
216	23.28889	614.8348	3.8
19	23.3	743.35	4
4	23.30435	729.88	4
12	23.31	716.7769	12.3
749	23.31304	262.3289	3.8
225	23.31818	474.6	5.8
71	23.32174	204.552	4.9
216	23.32444	607.1304	7.9
59	23.32609	556.25	5.5
36	23.33913	194.05	4.4
10	23.36	657.8372	5.2
23	23.36585	507.66	8
36	23.37	374.65	3
216	23.37391	723.74	4.2
21	23.38261	207.056	8.1
56	23.39	146.8319	15.1
7	23.42222	599.8609	19.7
969	23.42609	722.29	3.2
52	23.4383	533.819	5.9
10	23.45	656.5442	6.7
225	23.47	652.7953	4.3
225	23.47826	210.672	3.9
142	23.48696	251.3727	5.5
225	23.49565	203.112	5.5
216	23.50476	497.6	5.1
216	23.51304	727.06	4.5
165	23.51739	540.4	3.7
57	23.52	377.6583	19.3
36	23.52558	307.102	6.3
233	23.53043	206.088	5.2
23	23.54	367.2583	13.1
14	23.55455	635.94	14.6
65	23.5619	394.45	3.4
6	23.5619	488.0095	3.8
10	23.57093	671.9778	7.2
6	23.57826	540.47	7.7
233	23.58	298.26	3
10	23.58023	677.2667	6.2
8	23.59048	340.51	4.2
10	23.59111	608.6261	3.5
10	23.6	614.5043	3.2
10	23.6	643.6326	5.1
10	23.62609	265.7156	4.6
99	23.62727	477.5	3.4
25	23.62857	493.2095	4.8
36	23.64	328.47	5
216	23.66	378.675	4.6
12	23.6617	584.04	14.7
22	23.66829	501.19	53.8
21	23.69	372.0417	16.2
216	23.69	376.025	4.4
216	23.69091	755.64	3
3	23.69565	733.45	3.8
21	23.70435	244.5364	8.9
33	23.71556	612.3826	4.5
56	23.73636	469.73	31.8
42	23.73913	186.02	15.9
8	23.73913	210.112	4
112	23.76	683.9917	20.2
159	23.76522	264.7556	3.9
19	23.77391	209.912	3.3
10	23.78488	663.1511	3.5
225	23.79	642.0977	4.8
225	23.79	682.8583	4.2
23	23.81905	493.1333	18.8
90	23.82	147.3085	5
68	23.84348	266.7822	5.1
79	23.84762	351.56	6
749	23.85217	275.52	3.8
41	23.85532	526.6095	8.4
7	23.8561	404.1917	4.3
62	23.86596	583.68	22.8
10	23.87556	614.7652	5.4
225	23.89	443.62	7.1
7	23.91	427.4233	8.8
3	23.91	693.65	6.5
36	23.92	369.4	4.3
225	23.92381	380.54	4.2
90	23.92727	620.99	7.1
18	23.95652	721.27	10.5
33	23.95957	593.38	5.5
8	23.96	175.7532	10.2
131	23.97	327.72	47.8
112	23.97907	768.45	23.7
225	23.98953	663.3822	3.5
7	23.99268	407.8333	7.1
36	24	378.8917	7.8
225	24	615.2174	3
7	24.01739	197.24	4.6
4	24.02	152.3213	4.8
36	24.04	374.7667	4.7
23	24.04348	734.54	18.8
44	24.04535	675.4533	4.8
57	24.06154	572.0364	38.4
10	24.08	609.6087	4.8
10	24.09186	665.9244	8.7
181	24.09362	533.5048	3
112	24.11047	679.6667	36.1
10	24.12308	567.6182	6.2
10	24.13077	561.0455	9.5
60	24.14286	499.0571	3
36	24.15814	304.102	4.7
33	24.16522	723.53	4.2
4	24.16522	729.66	3.9
10	24.16628	668.8756	4.1
7	24.18537	514.57	14
79	24.2	291.47	32
10	24.20349	669.5422	15.1
46	24.23	422.6512	9.9
7	24.23	429.0326	4.8
225	24.24186	306.094	3.7
10	24.24545	632.68	7.7
62	24.25	646.2837	12.2
181	24.26	146.8745	5.2
45	24.26	174.783	3.6
22	24.26364	740.07	5.4
