id,y2_date,plot,line,enq,distance,location,main,species_binomial,y1_dbh,y2_dbh,y1_dgh,y2_dgh,mortality,dtn,pom,morpho,y2_notes
22029,,C,1,3639,1,R,,,,,1.6,,,,,LIANA,
22033,,C,1,3643,1.8,RR,MAIN STEM,,,,1.3,,,,,,
22032,,C,1,3642,1.8,RR,STEM OF 3643,,,,6.2,,,,,LIANA APOCYNACEAE,
22031,,C,1,3641,2,RR,MAIN STEM,,,,3.1,,,,,,
22030,,C,1,3640,2,RR,STEM OF 3641,,,,4.2,,,,,LIANA,
22036,,C,1,3646,2.2,R,,,,,15.8,,,,,,
22035,,C,1,3645,2.2,RR,,,,,1.4,,,,,LIANA,
22037,,C,1,3647,2.4,LL,,,,,47.9,,,,,LEGUME,
22040,,C,1,3650,2.7,LL,MAIN STEM,,,,1.1,,,,,APOCYNACEAE,
22039,,C,1,3649,2.7,LL,STEM OF 3650,,,,2.5,,,,,LIANA,
22041,,C,1,3651,3.2,C,,,,,1.5,,,,,LIANA,
22038,,C,1,3648,3.2,LL,,,,,4,,,,,LIANA,
22044,,C,1,3654,3.3,R,,,,,1.6,,,,,LIANA,
22043,,C,1,3653,3.7,R,MAIN STEM,,,,1.1,,,,,,
22042,,C,1,3652,3.7,R,STEM OF 3653,,,,1.4,,,,,LIANA,
22045,,C,1,3655,4.1,LL,,,2.3,,,,,,,LIANA,
22046,,C,1,3656,5.5,L,,,1,,,,,,,,
22047,,C,1,3657,7.6,LL,,,,,1,,,,,LIANA APOCYNACEAE,
22051,,C,1,3661,7.7,C,MAIN STEM,,2.6,,,,,,,,
22050,,C,1,3660,7.7,C,STEM OF 3661,,4.6,,,,,,,LAURACEAE,
22048,,C,1,3658,8,C,MAIN STEM,,,,5.4,,,,2.0 M,LIANA APOCYNACEAE,
22049,,C,1,3659,8.9,L,STEM OF 3658,,4.6,,,,,,,,
22053,,C,1,3663,9.2,R,MAIN STEM,,,,1.3,,,,,,
22052,,C,1,3662,9.2,R,STEM OF 3663,,,,8.5,,,,,LAURACEAE,
22056,,C,1,3666,9.8,R,,,1.1,,,,,,,LIANA DILLENIA,
22054,,C,1,3664,10,R,,,1.2,,,,,,,MALVACEAE,
22055,,C,1,3665,10.1,C,,,1.1,,,,,,,,
22057,,C,1,3667,11.6,L,,,,,19.2,,,,,,
22060,,C,1,3670,13.8,RR,,,,,2.4,,,,,LIANA DILLENIA,
22059,,C,1,3669,13.8,RR,,,,,3.5,,,,,LIANA,
22058,,C,1,3668,13.8,RR,,,,,3.2,,,,,LIANA,
22071,,C,1,3686,14.7,LL,STEM OF 3676,,,,1,,,,,,
22070,,C,1,3685,14.7,LL,STEM OF 3676,,,,1.2,,,,,,
22069,,C,1,3684,14.7,LL,STEM OF 3676,,,,1.1,,,,,,
22068,,C,1,3683,14.7,LL,STEM OF 3676,,,,2,,,,,,
22067,,C,1,3682,14.7,LL,STEM OF 3676,,,,1.4,,,,,,
22066,,C,1,3681,14.7,LL,STEM OF 3676,,,,1.7,,,,,,
22065,,C,1,3680,14.7,LL,STEM OF 3676,,,,3.2,,,,,,
22064,,C,1,3679,14.7,LL,STEM OF 3676,,,,1.6,,,,,,
22063,,C,1,3678,14.7,LL,STEM OF 3676,,,,1.8,,,,,,
22062,,C,1,3676,14.7,LL,MAIN STEM,,,,3.2,,,,,LIANA DILLENIA,
22061,,C,1,3671,15,L,,,,,1.5,,,,,LIANA,
22077,,C,1,3692,15.3,RR,,,,,1.2,,,,,LIANA,
22076,,C,1,3691,15.4,RR,STEM OF 3687,,,,3.4,,,,,,
22074,,C,1,3689,15.4,RR,STEM OF 3687,,,,4,,,,,,
22073,,C,1,3688,15.4,RR,STEM OF 3687,,,,2.1,,,,,,
22072,,C,1,3687,15.4,RR,MAIN STEM,,,,4.2,,,,,LAURACEAE,
22075,,C,1,3690,15.4,RR,STEM OF 3687,,,,4,,,,,,
22078,,C,1,3693,16,RR,,,,,1.6,,,,,LIANA,
22080,,C,1,3695,16.5,RR,,,1,,,,,,,LIANA,
22079,,C,1,3694,16.5,RR,,,1,,,,,,,LIANA,
22081,,C,1,3696,16.7,RR,,,,,1,,,,,LIANA,
22082,,C,1,3697,16.9,RR,,,1,,,,,,,,
22083,,C,1,3698,18.9,RR,,,1,,,,,,,,
22084,,C,1,3699,19.2,RR,,,1,,,,,,,,
22089,,C,1,3704,19.6,R,STEM OF 3702,,,,1.1,,,,,,
22088,,C,1,3703,19.6,R,STEM OF 3702,,,,1.1,,,,,,
22087,,C,1,3702,19.6,R,MAIN STEM,,,,1.1,,,,,,
22086,,C,1,3701,19.8,R,,,1.5,,,,,,,,
22085,,C,1,3700,20,RR,,,3,,,,,,,CAPPARIS,
22094,,C,1,3709,20.3,R,STEM OF 3706,,,,1.1,,,,,,
22093,,C,1,3708,20.3,R,STEM OF 3706,,,,1.3,,,,,,
22092,,C,1,3707,20.3,R,STEM OF 3706,,,,1,,,,,,
22091,,C,1,3706,20.3,R,MAIN STEM,,,,1.4,,,,,DILLENIA,
22090,,C,1,3705,20.3,R,,,,,2.9,,,,,LIANA,
22096,,C,1,3711,20.6,RR,,,,,1,,,,,LIANA DILLENIA,
22095,,C,1,3710,20.6,RR,,,,,1,,,,,LIANA DILLENIA,
22097,,C,1,3712,22.6,R,,,1,,,,,,,,
22099,,C,1,3714,22.7,RR,,,1.2,,,,,,,,
22098,,C,1,3713,22.7,RR,,,1.4,,,,,,,,
22100,,C,1,3715,23,C,,,,,3.2,,,,,LIANA,
22101,,C,1,3716,24,RR,,,,,1.5,,,,,LIANA,
22102,,C,1,3717,24.2,LL,,,,,13.4,,,,,APOCYNACEAE,
22103,,C,1,3718,24.7,C,,,,,2.4,,,,,LIANA,
22104,,C,1,3719,25.7,L,,,1.1,,,,,,,,
22106,,C,1,3721,26,LL,,,,,2.5,,,,,LIANA,
22105,,C,1,3720,26.1,LL,,,1,,,,,,,LIANA,
22107,,C,1,3722,26.8,LL,,,,,1.5,,,,,,
22111,,C,1,3726,28.4,RR,MAIN STEM,,,,1.1,,,,,,
22109,,C,1,3724,28.4,L,,,,,2.1,,,,,,
22112,,C,1,3727,28.5,R,,,1.2,,,,,,,,
22110,,C,1,3725,28.9,L,,,,,2.8,,,,,CAPPARIS,
22108,,C,1,3723,28.9,RR,STEM OF 3726,,,,2.1,,,,,LIANA DILLENIA,
22113,,C,1,3728,30.25,L,,,1.2,,,,,,,,
22114,,C,1,3729,30.5,C,,,1.7,,,,,,,,
22115,,C,1,3730,30.9,C,,,1,,,,,,,,
22116,,C,1,3731,31,C,,,1.2,,,,,,,LEGUME,
22117,,C,1,3732,32.2,R,,,1.5,,,,,,,,
22120,,C,1,3735,33.9,R,,,1,,,,,,,LIANA,
22118,,C,1,3733,35,C,,,3,,,,,,,,
22119,,C,1,3734,35.3,L,,,1.8,,,,,,,,
22121,,C,1,3736,35.9,LL,,,,,1.4,,,,,,
22122,,C,1,3737,36,LL,,,,,3,,,,,LIANA,
22123,,C,1,3738,38.5,LL,,,1.1,,,,,,,,
22126,,C,1,3741,38.7,LL,,,,,8.8,,,,,SAPRANTHUS,
22125,,C,1,3740,38.9,LL,,,,,3.4,,,,,LIANA,
22124,,C,1,3739,38.9,LL,,,,,2.9,,,,,LIANA,
22127,,C,1,3742,40.5,LL,,,1.2,,,,,,,,
22129,,C,1,3744,40.6,RR,MAIN STEM,,,,2.5,,,,,,
22128,,C,1,3743,40.6,RR,STEM OF 3744,,,,6.1,,,,,,
22155,,C,1,3770,42,RR,,,1.5,,,,,,,,
22130,,C,1,3745,42,LL,,,1,,,,,,,,
22134,,C,1,3749,43.5,C,,,1,,,,,,,,
22133,,C,1,3748,43.5,C,,,1,,,,,,,,
22135,,C,1,3750,43.6,C,,,1,,,,,,,,
22132,,C,1,3747,43.8,C,,,1,,,,,,,,
22131,,C,1,3746,43.8,LL,,,1.1,,,,,,,,
22140,,C,1,3755,44.7,L,STEM OF 3751,,1.3,,,,,,,,
22139,,C,1,3754,44.7,L,STEM OF 3751,,1.9,,,,,,,,
22137,,C,1,3752,44.7,L,STEM OF 3751,,1.9,,,,,,,,
22136,,C,1,3751,44.7,L,MAIN STEM,,2.2,,,,,,,LIANA DILLENIA,
22142,,C,1,3757,45,R,,,,,3,,,,,DILLENIA,
22141,,C,1,3756,45,R,STEM OF 3751,,,,1,,,,,,
22145,,C,1,3760,45.2,L,STEM OF 3758,,,,1.6,,,,,,
22144,,C,1,3759,45.2,L,STEM OF 3758,,,,1.7,,,,,STRYCHNOS,
22143,,C,1,3758,45.2,L,MAIN STEM,,,,1.8,,,,,,
22146,,C,1,3761,46,L,,,1.1,,,,,,,,
22148,,C,1,3763,46.3,RR,MAIN STEM,,,,1,,,,,,
22147,,C,1,3762,46.3,RR,,,,,1.5,,,,,LIANA,
22151,,C,1,3766,47.2,LL,STEM OF 3765,,,,1,,,,,,
22150,,C,1,3765,47.2,LL,MAIN STEM,,,,1,,,,,DILLENIA,
22152,,C,1,3767,47.6,RR,,,,,5.3,,,,,,
22154,,C,1,3765,47.8,LL,,,1.9,,,,,,,,
22153,,C,1,3768,48.1,RR,,,1.3,,,,,,,,
22158,,C,1,3773,48.9,C,,,,,2.3,,,,,DILLENIA,
22159,,C,1,3774,49,L,,,1.2,,,,,,,,
22157,,C,1,3772,49.2,LL,,,,,1.1,,,,,DILLENIA,
22149,,C,1,3764,49.3,RR,STEM OF 3763,,,,1,,,,,DILLENIA,
22156,,C,1,3771,49.4,RR,,,1,,,,,,,,
22138,,C,1,3753,49.7,L,STEM OF 3751,,1.6,,,,,,,,
22160,,C,1,3775,50.3,L,,,1.4,,,,,,,,
22161,,C,1,3776,50.4,RR,,,,,1.1,,,,,,
22162,,C,1,3777,50.5,LL,,,1,,,,,,,,
22184,,C,1,3799,50.8,C,,,1.1,,,,,,,,
22164,,C,1,3779,51,C,STEM OF 3779,,,,2.4,,,,,,
22163,,C,1,3778,51,C,MAIN STEM,,,,1,,,,,DILLENIA,
22165,,C,1,3780,51.8,RR,,,,,14.3,,,,,,
22169,,C,1,3784,51.9,C,,,1.2,,,,,,,,
22168,,C,1,3783,51.9,R,MAIN STEM,,,,2.2,,,,,,
22167,,C,1,3782,51.9,R,STEM OF 3783,,,,1.7,,,,,,
22166,,C,1,3781,51.9,R,STEM OF 3783,,,,2.2,,,,,,
22171,,C,1,3786,52.5,L,STEM OF 3786,,,,1.2,,,,,,
22180,,C,1,3795,52.7,L,,,1,,,,,,,,
22181,,C,1,3796,52.8,RR,MAIN STEM,,,,3.9,,,,,BOURRERA,
22172,,C,1,3787,52.9,C,STEM OF 3786,,,,1.4,,,,,,
22170,,C,1,3785,52.9,L,MAIN STEM,,,,3.6,,,,,DILLENIA,
22179,,C,1,3794,57.4,LL,STEM OF 3786,,,,1.4,,,,,,
22178,,C,1,3793,57.4,LL,STEM OF 3786,,,,1.7,,,,,,
22175,,C,1,3790,57.6,LL,STEM OF 3786,,,,1.2,,,,,,
22182,,C,1,3797,57.8,RR,STEM OF 3797,,,,6.7,,,,,,
22177,,C,1,3792,57.9,LL,STEM OF 3786,,,,1.3,,,,,,
22176,,C,1,3791,57.9,LL,STEM OF 3786,,,,1,,,,,,
22174,,C,1,3789,57.9,LL,STEM OF 3786,,,,1.1,,,,,,
22173,,C,1,3788,57.9,LL,STEM OF 3786,,,,1.4,,,,,,
22034,,C,1,3644,,,,,,,,,,,,,
22183,,C,2,3798,51.2,C,,,1.2,,,,,,,,
22185,,C,2,3800,53.1,RR,,,1,,,,,,,,
22186,,C,2,3802,54.2,R,,,,,1.7,,,,,,
22187,,C,2,3803,54.7,C,,,1.9,,,,,,,,
22190,,C,2,3806,55.2,LL,,,1.9,,,,,,,,
22211,,C,2,3827,57,RR,BRANCH,,,,1,,,,,,
22198,,C,2,3814,57,RR,STEM OF 3808,,,,1.7,,,,,,
22197,,C,2,3813,57,RR,STEM OF 3808,,,,1.9,,,,,,
22196,,C,2,3812,57,RR,STEM OF 3808,,,,2.4,,,,,,
22195,,C,2,3811,57,RR,STEM OF 3808,,,,1.7,,,,,,
22194,,C,2,3810,57,RR,STEM OF 3808,,,,1.7,,,,,,
22193,,C,2,3809,57,RR,STEM OF 3808,,,,1.5,,,,,DILLENIA,
22192,,C,2,3808,57,RR,MAIN STEM,,,,2.3,,,,,,
22191,,C,2,3807,57,RR,STEM OF 3805,,1,,,,,,,,
22189,,C,2,3805,57,RR,MAIN STEM,,1.3,,,,,,,,
22188,,C,2,3804,57,RR,STEM OF 3805,,1.2,,,,,,,,
22208,,C,2,3829,57.5,RR,BRANCH,,,,1.9,,,,,,
22207,,C,2,3823,57.5,RR,BRANCH,,,,3.2,,,,,,
22206,,C,2,3822,58.5,C,BRANCH,,,,1.6,,,,,,
22205,,C,2,3821,58.5,C,BRANCH,,,,2,,,,,,
22202,,C,2,3818,58.5,C,BRANCH,,,,1,,,,,,
22201,,C,2,3817,58.5,C,BRANCH,,,,2.1,,,,,,
22200,,C,2,3816,58.5,C,BRANCH,,,,1.6,,,,,,
22199,,C,2,3815,58.5,C,MAIN STEM,,,,2,,,,,DILLENIA,
22203,,C,2,3819,60,C,,,1.9,,,,,,,,
22212,,C,2,3828,62.3,LL,,,1,,,,,,,,
22221,,C,2,3837,62.7,LL,BRANCH,,,,1.4,,,,,,
22218,,C,2,3834,62.7,LL,BRANCH,,,,1.7,,,,,,
22216,,C,2,3832,62.7,LL,,,,,4.8,,,,,LIANA,
22210,,C,2,3826,62.7,R,,,1,,,,,,,,
22213,,C,2,3829,63,LL,,,1.4,,,,,,,,
22209,,C,2,3825,63.7,R,,,,,1,,,,,LIANA,
22204,,C,2,3820,64,R,,,1.1,,,,,,,LIANA,
22214,,C,2,3830,65.4,L,,,1.2,,,,,,,,
22215,,C,2,3831,66.5,C,,,,,43.8,,,,,,
22219,,C,2,3835,66.6,RR,,,,,4.5,,,,,LIANA,
22220,,C,2,3836,66.7,RR,,,,,4.7,,,,,LIANA,
22223,,C,2,3835,70.5,L,,,1.2,,,,,,,,
22217,,C,2,3833,70.5,LL,,,1,,,,,,,,
22226,,C,2,3842,71,LL,,,,,8.4,,,,,BURSERA SIMARUBA,
22224,,C,2,3840,71.2,LL,3842,,,,1.3,,,,,LIANA,
22227,,C,2,3843,72,C,,,,,1.9,,,,,LIANA,
22225,,C,2,3841,73,L,,,1.8,,,,,,,,
22228,,C,2,3849,74,RR,,,,,1.6,,,,,LIANA,
22235,,C,2,3851,74.1,RR,,,,,1.4,,,,,,
22236,,C,2,3852,75,LL,BRANCH,,,,1.4,,,,,,
22234,,C,2,3850,75,LL,MAIN STEM,,,,8.2,,,,,LIANA,
22222,,C,2,3838,75,R,,,,,1.4,,,,,LIANA,
22233,,C,2,3849,75.5,LL,BRANCH,,,,3,,,,,,
22232,,C,2,3848,75.5,LL,BRANCH,,,,4,,,,,,
22231,,C,2,3847,75.5,C,BRANCH,,,,3.9,,,,,,
22230,,C,2,3846,75.5,L,BRANCH,,,,2.2,,,,,,
22229,,C,2,3845,75.5,L,BRANCH,,,,3,,,,,,
22237,,C,2,3853,78.3,C,,,,,1.7,,,,,LIANA,
22238,,C,2,3854,78.5,C,,,,,1,,,,,,
22239,,C,2,3855,79.5,R,,,,,1.3,,,,,,
22241,,C,2,3884,88.6,C,,,1.4,,,,,,,,
22242,,C,2,3885,88.7,C,,,,,1.8,,,,,,
22245,,C,2,3888,89.4,L,,,1.2,,,,,,,,
22244,,C,2,3887,90,C,,,1,,,,,,,,
22243,,C,2,3886,90.7,R,,,1.4,,,,,,,,
22240,,C,2,3883,90.7,C,,,2.1,,,,,,,,
22246,,C,2,3889,91.4,C,,,2,,,,,,,LIANA,
22247,,C,2,3890,91.8,L,BRANCH,,,,2.8,,,,,LIANA,
22251,,C,2,3894,92.1,LL,,,1.1,,,,,,,,
22248,,C,2,3891,93.5,R,,,,,1.7,,,,,,
22249,,C,2,3892,93.6,LL,,,,,4,,,,,LIANA,
22255,,C,2,3898,94,L,MAIN STEM,,,,3.9,,,,,,
22252,,C,2,3895,94.1,L,BRANCH,,,,1.9,,,,,,
22250,,C,2,3893,95.6,L,,,1.5,,,,,,,,
22253,,C,2,3896,96,LL,,,1.2,,,,,,,,
22257,,C,2,3900,96.8,R,,,1,,,,,,,,
22256,,C,2,3899,96.9,C,,,1.2,,,,,,,,
22254,,C,2,3897,97.4,LL,,,,,3.1,,,,,,
22259,,C,2,3902,97.9,C,,,1.3,,,,,,,,
22260,,C,2,3903,99,L,,,1.1,,,,,,,,
22258,,C,2,3901,99.3,R,,,1,,,,,,,,
22265,,C,2,3908,101,R,,,1,,,,,,,,
22263,,C,2,3906,102,R,,,1.2,,,,,,,,
22262,,C,2,3905,102,C,,,1.9,,,,,,,,
22264,,C,2,3907,103,C,,,1.1,,,,,,,,
22261,,C,2,3904,103,LL,,,,,1.2,,,,,,
22268,,C,2,3911,104,R,,,1,,,,,,,,
22269,,C,2,3912,104.5,R,,,1.3,,,,,,,,
22267,,C,2,3910,104.5,R,,,1.5,,,,,,,,
22266,,C,2,3909,104.5,L,,,2,,,,,,,,
22272,,C,3,3915,0.3,R,BRANCH,,,,1,,,,,,
22271,,C,3,3914,0.3,R,BRANCH,,,,1.2,,,,,,
22270,,C,3,3913,0.3,R,MAIN STEM,,,,1.2,,,,,,
22276,,C,3,3919,0.35,RR,BRANCH,,,,1.8,,,,,,
22278,,C,3,3921,0.4,L,,,,,1,,,,,LIANA,
22277,,C,3,3920,0.5,R,BRANCH,,,,2.5,,,,,,
22274,,C,3,3917,0.55,RR,MAIN STEM,,,,8.5,,,,,LAURACEAE,
22273,,C,3,3916,0.55,R,BRANCH,,,,1.5,,,,,,
22275,,C,3,3918,0.8,RR,BRANCH,,,,2.5,,,,,,
22279,,C,3,3922,1,C,,,,,1,,,,,LIANA,
22281,,C,3,3929,1.1,R,,,,,1.2,,,,,LIANA,
22282,,C,3,3925,1.5,LL,,,1.4,,,,,,,LIANA,
22280,,C,3,3923,2,RR,,,,,1.2,,,,,LIANA,
22283,,C,3,3926,2.1,C,,,1.3,,,,,,,LIANA,
22285,,C,3,3928,2.2,C,,,1.4,,,,,,,LIANA,
22284,,C,3,3927,2.2,RR,,,,,1.7,,,,,,
22286,,C,3,3929,3,C,,,1.4,,,,,,,LIANA,
22288,,C,3,3931,4,RR,,,,,1.2,,,,,,
22287,,C,3,3930,4.3,RR,,,,,11.7,,,,,LIANA,
22290,,C,3,3933,4.4,RR,,,,,1.1,,,,,LIANA,
22293,,C,3,3936,4.5,RR,,,,,1,,,,,LIANA,
22291,,C,3,3934,4.5,RR,,,,,1.1,,,,,LIANA,
22292,,C,3,3935,4.6,RR,,,,,1.3,,,,,LIANA,
22289,,C,3,3932,5.1,C,,,1,,,,,,,LIANA,
22296,,C,3,3934,5.8,RR,,,1.4,,,,,,,,
22294,,C,3,3937,6.05,L,,,1.5,,,,,,,,
22295,,C,3,3938,6.3,R,,,1.5,,,,,,,,
22298,,C,3,3941,6.4,LL,,,,,1,,,,,,
22297,,C,3,3940,7,R,,,1,,,,,,,,
22301,,C,3,3944,7.3,R,,,1.3,,,,,,,,
22300,,C,3,3943,7.3,R,,,1,,,,,,,,
22299,,C,3,3942,7.3,R,,,1.6,,,,,,,,
22306,,C,3,3949,7.9,C,,,1,,,,,,,,
22305,,C,3,3948,8.1,L,,,2,,,,,,,,
22304,,C,3,3947,8.1,L,,,1.5,,,,,,,,
22303,,C,3,3946,8.1,L,,,1.2,,,,,,,,
22302,,C,3,3945,8.1,L,,,1.2,,,,,,,,
22308,,C,3,3951,8.7,C,,,,,2.5,,,,,LIANA,
22307,,C,3,3950,8.9,LL,,,1.4,,,,,,,,
22309,,C,3,3952,10,L,,,1,,,,,,,,
22310,,C,3,3953,10.2,C,,,,,2.4,,,,,LIANA,
22317,,C,3,3960,10.4,RR,,,,,1.8,,,,,LIANA,
22321,,C,3,3964,10.5,LL,,,1.5,,,,,,,,
22313,,C,3,3956,10.7,R,,,,,1.6,,,,,,
22315,,C,3,3958,10.8,C,MAIN STEM,,,,5.5,,,,,,
22314,,C,3,3957,10.8,C,BRANCH,,,,2.5,,,,,,
22312,,C,3,3955,10.8,R,MAIN STEM,,,,9.1,,,,,,
22311,,C,3,3954,10.8,R,BRANCH,,,,2.3,,,,,,
22316,,C,3,3959,11.2,L,,,1.3,,,,,,,,
22323,,C,3,3966,11.5,LL,,,,,2.5,,,,,LIANA,
22327,,C,3,3970,12,LL,BRANCH,,,,2.5,,,,,,
22326,,C,3,3969,12,LL,,,,,5.5,,,,,LIANA,
22322,,C,3,3965,12.8,LL,,,,,3.2,,,,,LIANA,
22330,,C,3,3973,13,R,,,1.8,,,,,,,LIANA,
22328,,C,3,3971,13.7,C,,,1.9,,,,,,,LIANA,
22331,,C,3,3979,13.8,C,,,,,3.9,,,,,LIANA,
22319,,C,3,3962,13.9,L,,,,,1.6,,,,,LIANA,
22318,,C,3,3961,13.9,L,BRANCH,,,,1,,,,,,
22324,,C,3,3967,14.5,LL,,,1,,,,,,,ACACIA,
22320,,C,3,3963,14.5,C,,,,,2.4,,,,,LIANA,
22325,,C,3,3968,14.7,C,,,1.4,,,,,,,LIANA,
22332,,C,3,3975,14.9,C,,,,,2.5,,,,,LIANA,
22333,,C,3,3976,15,R,,,,,7.1,,,,,,
22337,,C,3,3980,15.4,RR,,,1.2,,,,,,,LIANA,
22338,,C,3,3981,16,R,,,1.3,,,,,,,CAPPARIS,
22343,,C,3,3986,16.5,RR,BRANCH,,,,1.4,,,,,,
22339,,C,3,3982,16.5,RR,,,,,4,,,,,,
22342,,C,3,3985,16.6,R,,,,,1.3,,,,,LIANA,
22340,,C,3,3983,16.6,R,,,,,1.1,,,,,LIANA,
22341,,C,3,3984,16.7,RR,,,,,2,,,,,,
22336,,C,3,3979,17,R,,,,,1.4,,,,,LIANA,
22335,,C,3,3978,17.7,RR,,,1.3,,,,,,,,
22329,,C,3,3972,18.5,C,,,1.9,,,,,,,LIANA,
22344,,C,3,3987,18.7,L,,,1,,,,,,,,
22334,,C,3,3977,18.8,R,,,,,1.2,,,,,LIANA,
22345,,C,3,3988,19.1,RR,,,1,,,,,,,,
22346,,C,3,3989,19.6,RR,,,1.8,,,,,,,,
22347,,C,3,3990,20.8,L,,,1.8,,,,,,,CAPPARIS,
22349,,C,3,3992,21,RR,,,1.1,,,,,,,,
22351,,C,3,3994,21.2,C,,,1,,,,,,,,
22350,,C,3,3993,21.8,LL,,,,,3.2,,,,,BONELLIA,
22348,,C,3,3991,21.8,LL,BRANCH,,,,1.3,,,,,,
22353,,C,3,3996,22.1,LL,,,1.2,,,,,,,,
22354,,C,3,3997,22.7,R,,,1,,,,,,,,
22357,,C,3,4000,23.1,C,,,1,,,,,,,,
22352,,C,3,3995,23.3,LL,,,,,1,,,,,,
22362,,C,3,4,23.6,R,,,1,,,,,,,,
22355,,C,3,3998,24,L,,,,,2.7,,,,,,
22359,,C,3,1,24.2,C,,,2.1,,,,,,,,
22358,,C,3,3801,24.5,L,,,1.8,,,,,,,BURSERA SIMARUBA,
22360,,C,3,2,25,C,,,1.6,,,,,,,,
22361,,C,3,3,25.1,RR,ON 5,,,,1.4,,,,,LIANA,
22364,,C,3,6,25.2,C,,,,,1,,,,,LIANA,
22363,,C,3,5,25.8,C,,,,,7,,,,,,
22366,,C,3,8,26.6,C,,,,,3,,,,,,
22365,,C,3,7,27.6,L,,,,,2.3,,,,,,
22356,,C,3,3999,29,C,,,,,1,,,,,,
22369,,C,3,11,29.3,L,,,1.3,,,,,,,,
22370,,C,3,12,29.4,RR,,,1.7,,,,,,,,
22382,,C,3,24,30.3,RR,,,,,3,,,,,,
22376,,C,3,18,30.5,RR,,,,,3.4,,,,,LIANA,
22375,,C,3,17,30.5,RR,,,,,3.5,,,,,LIANA,
22373,,C,3,15,30.5,RR,13,,,,4.7,,,,,,
22372,,C,3,14,30.5,RR,13,,,,6,,,,,,
22371,,C,3,13,30.5,RR,MAIN STEM,,,,7.3,,,,,,
22368,,C,3,10,31.4,LL,9,,,,1.2,,,,,,
22367,,C,3,9,31.4,LL,MAIN STEM,,,,1.5,,,,,,
22384,,C,3,26,34,R,,,1.3,,,,,,,LIANA,
22374,,C,3,16,34.6,R,,,2.9,,,,,,,,
22387,,C,3,29,34.9,C,,,1.1,,,,,,,LIANA,
22386,,C,3,28,35.1,C,,,,,2.2,,,,,,
22383,,C,3,25,35.2,L,,,1,,,,,,,,
22380,,C,3,22,35.2,L,,,,,1.1,,,,,,
22379,,C,3,21,35.2,L,,,,,1.2,,,,,,
22378,,C,3,20,35.2,L,MAIN STEM,,,,2.4,,,,,,
22412,,C,3,54,35.3,L,,,1.4,,,,,,,,
22388,,C,3,30,36,LL,,,1.7,,,,,,,LIANA,
22385,,C,3,27,36,L,,,,,1.5,,,,,LIANA,
22381,,C,3,23,36,LL,,,,,7.6,,,,,,
22377,,C,3,19,36,LL,,,2.2,,,,,,,,
22402,,C,3,44,36.3,LL,,,,,1.6,,,,,LIANA,
22391,,C,3,33,36.3,LL,,,,,1.1,,,,,,
22393,,C,3,35,36.5,L,,,1.2,,,,,,,,
22389,,C,3,31,36.8,C,,,,,2.1,,,,,,
22398,,C,3,40,36.9,C,37,,,,1.3,,,,,,
22397,,C,3,39,36.9,C,37,,,,1.2,,,,,,
22396,,C,3,38,36.9,C,37,,,,1.4,,,,,,
22395,,C,3,37,36.9,C,MAIN STEM,,,,1.6,,,,,,
22394,,C,3,36,36.9,C,37,,,,1.5,,,,,,
22392,,C,3,34,37.1,LL,,,1,,,,,,,,
22403,,C,3,45,37.3,L,,,1.4,,,,,,,,
22390,,C,3,32,37.3,R,,,,,1.1,,,,,,
22400,,C,3,42,38,R,,,,,2.2,,,,,,
22399,,C,3,41,38,R,,,,,2.5,,,,,,
22406,,C,3,48,38.6,LL,,,1.3,,,,,,,,
22405,,C,3,47,38.6,LL,,,1.1,,,,,,,,
22407,,C,3,49,38.8,R,,,1.3,,,,,,,LIANA,
22404,,C,3,46,38.8,R,,,1.5,,,,,,,,
22401,,C,3,43,38.8,R,,,1.2,,,,,,,,
22410,,C,3,52,39.1,R,,,2,,,,,,,,
22409,,C,3,51,39.2,L,,,1.2,,,,,,,,
22408,,C,3,50,39.7,LL,,,1.1,,,,,,,,
22415,,C,3,57,39.8,RR,,,2.3,,,,,,,,
22414,,C,3,56,39.8,RR,,,2.2,,,,,,,,
22413,,C,3,55,39.8,RR,,,1.4,,,,,,,,
22430,,C,3,72,39.9,C,,,1.2,,,,,,,,
22416,,C,3,58,39.9,L,,,2.4,,,,,,,,
22425,,C,3,67,40,RR,65,,,,1.6,,,,,,
22424,,C,3,66,40,RR,65,,,,3,,,,,,
22423,,C,3,65,40,RR,MAIN STEM,,,,3.1,,,,,,
22422,,C,3,64,40,RR,65,,,,2,,,,,,
22411,,C,3,53,40,L,,,1.3,,,,,,,,
22418,,C,3,60,40.5,C,,,1.5,,,,,,,,
22417,,C,3,59,40.9,L,,,,,1.1,,,,,LIANA,
22429,,C,3,71,41.2,L,,,1,,,,,,,,
22420,,C,3,62,41.2,LL,,,1.3,,,,,,,,
22419,,C,3,61,42,C,,,1.6,,,,,,,,
22428,,C,3,70,42.7,L,69,,,,1.1,,,,,,
22427,,C,3,69,42.7,L,MAIN STEM,,,,1.5,,,,,,
22426,,C,3,68,42.7,L,69,,,,1.2,,,,,,
22421,,C,3,63,42.7,L,69,,,,1.3,,,,,,
22433,,C,3,75,42.8,L,,,3.5,,,,,,,DELLENIA,
22431,,C,3,73,43.1,L,,,1.3,,,,,,,,
22432,,C,3,74,43.2,R,,,1.2,,,,,,,,
22434,,C,3,76,44,RR,,,1,,,,,,,,
22436,,C,3,78,44.2,RR,,,1.6,,,,,,,,
