ID,DBH,SPP,MAIN,DEG,DIST,NOTES,NAIL,MS,PLOT,TRI,DATE
8411,9.30,EXOMEX,,54.00,9.30,"SW:38, 14.4",,,129,W,7/24/19
8412,2.70,,8414,,,,,,129,W,7/24/19
8413,2.50,,8414,,,,,,129,W,7/24/19
8414,16.00,TRICUN,,76.00,7.48,Bark slash reddish\pink,,,129,W,7/24/19
8415,1.80,CYDDIV,,84.00,8.13,Rough liana,,,129,W,7/24/19
8416,8.30,EXOMEX,,94.00,7.15,,,,129,W,7/24/19
8417,2.50,MACBIO,,102.00,7.81,,,,129,W,7/24/19
8418,10.50,ASTGRA,,98.00,9.17,,,,129,W,7/24/19
8419,2.40,LONMIN,,100.00,8.53,,,,129,W,7/24/19
8420,3.50,SEMMEX,,110.00,9.64,,,,129,W,7/24/19
8421,1.90,,8420,,,,,,129,W,7/24/19
8422,3.10,LONMIN,,110.00,9.65,,,,129,W,7/24/19
8423,3.20,LONMIN,,122.00,10.10,,,,129,W,7/24/19
8424,1.20,LONMIN,,124.00,10.82,,,,129,W,7/24/19
8425,3.20,LONMIN,,128.00,9.85,,,,129,W,7/24/19
8426,2.40,LONMIN,,238.00,10.20,,,,129,W,7/24/19
8427,8.10,SEMMEX,,244.00,"1,238.00",,,,129,W,7/24/19
8428,3.10,,8427,,,,,,129,W,7/24/19
8429,3.30,,8427,,,,,,129,W,7/24/19
8430,3.00,,8427,,,,,,129,W,7/24/19
8431,2.70,,8427,,,,,,129,W,7/24/19
8432,2.40,,8427,,,,,,129,W,7/24/19
8433,3.60,,8427,,,,,,129,W,7/24/19
8434,6.10,CYDAEQ,,136.00,9.63,"Liana, voucher, bifoliate, glands on leaves",,,129,W,7/24/19
8435,15.50,ASTGRA,,134.00,7.79,,,,129,W,7/24/19
8436,2.40,LONMIN,,132.00,7.79,,,,129,W,7/24/19
8437,1.00,,8436,,,,,,129,W,7/24/19
8438,5.00,TABOCH,,130.00,7.98,,,,129,W,7/24/19
8439,14.00,CALCAN,,122.00,8.99,,,,129,W,7/24/19
8440,1.60,,8439,,,,,,129,W,7/24/19
8441,2.90,LONMIN,,154.00,7.15,,,,129,W,7/24/19
8442,4.90,CAPIND,,160.00,6.45,,,,129,W,7/24/19
8443,2.60,LONMIN,,146.00,6.15,,,,129,W,7/24/19
8444,6.10,RANMON,,144.00,4.80,,,,129,W,7/24/19
8445,2.20,XYLSEE,,156.00,4.85,,,,129,W,7/24/19
8446,1.30,,8447,,,,,,129,W,7/24/19
8447,1.60,LONMIN,,132.00,5.96,,,,129,W,7/24/19
8448,2.30,CAPIND,,132.00,5.90,,,,129,W,7/24/19
8449,2.60,SIMGLA,,154.00,5.67,,,,129,W,7/24/19
8450,51.10,BURSIM,,152.00,2.97,,,,129,W,7/24/19
8451,6.00,ASTGRA,,152.00,2.19,,,,129,W,7/24/19
8452,1.30,FORSPI,,148.00,2.49,Dotted liana,,,129,W,7/24/19
8453,15.00,BURSIM,,140.00,2.22,,,,129,W,7/24/19
8454,3.00,RANMON,,130.00,3.00,,,,129,W,7/24/19
8455,3.00,,8454,,,,,,129,W,7/24/19
8456,2.90,LONMIN,,118.00,3.08,,,,129,W,7/24/19
8457,2.50,,8456,,,,,,129,W,7/24/19
8458,3.60,RANMON,,116.00,1.97,,,,129,W,7/24/19
