ID,DBH,SPP,MAIN,DEG,DIST,NOTES,NAIL,MS,PLOT,TRI,DATE
9481,1.20,BURSIM,,58.00,9.75,"SW:50,12.9",,5997,133,W,7/27/19
9482,3.30,LONMIN,,58.00,8.51,,,5823,133,W,7/27/19
9483,1.50,GUEMAC,,64.00,8.68,,,5999,133,W,7/27/19
9484,6.20,LONMIN,,68.00,6.82,,,,133,W,7/27/19
9485,4.00,FORSPI,,64.00,6.64,,,,133,W,7/27/19
9486,3.90,FORSPI,,82.00,6.45,,,,133,W,7/27/19
9487,11.80,LONMIN,,82.00,6.85,,,,133,W,7/27/19
9488,3.80,,9487,,,,,,133,W,7/27/19
9489,3.90,CAPIND,,100.00,5.96,,,,133,W,7/27/19
9490,1.80,FORSPI,,100.00,5.77,,,,133,W,7/27/19
9491,7.60,TABOCH,,98.00,8.31,,,6320,133,W,7/27/19
9492,2.20,FORSPI,,98.00,8.31,,,6319,133,W,7/27/19
9493,2.50,LONMIN,,106.00,8.05,,,6326,133,W,7/27/19
9494,1.00,FORSPI,,106.00,8.42,,,6327,133,W,7/27/19
9495,4.60,MANCHI,,110.00,8.47,,,6328,133,W,7/27/19
9496,1.80,MACUNG,,110.00,8.47,,,6321,133,W,7/27/19
9497,2.10,ZANSET,,124.00,10.07,,,6339,133,W,7/27/19
9498,1.30,,9497,,,,,6338,133,W,7/27/19
9499,1.80,CYDDIV,,124.00,9.24,,,6335,133,W,7/27/19
9500,1.90,LONMIN,,142.00,9.58,,,,133,W,7/27/19
,,,,,,,,,,,7/27/19
9534,8.10,LONMIN,,146.00,8.97,,,,133,W,7/27/19
9535,1.90,MACUNG,,146.00,8.97,,,,133,W,7/27/19
9536,16.90,LUECAN,,128.00,7.80,Tall tree,0,,133,W,7/27/19
9537,11.60,,9536,,,,,,133,W,7/27/19
9538,8.90,XYLSEE,,126.00,7.34,,,,133,W,7/27/19
9539,6.70,XYLSEE,,118.00,8.35,,,5822,133,W,7/27/19
9540,3.70,LONMIN,,132.00,6.64,,,,133,W,7/27/19
9541,2.10,ACACOL,,134.00,7.30,,,,133,W,7/27/19
9542,6.20,ALBADI,,142.00,7.10,,,,133,W,7/27/19
9543,1.50,CYDDIV,,142.00,6.80,,,,133,W,7/27/19
9544,5.20,TABOCH,,144.00,5.17,,,,133,W,7/27/19
9545,1.60,FORSPI,,142.00,5.72,,,,133,W,7/27/19
9546,4.00,CAPIND,,148.00,4.66,,,,133,W,7/27/19
9547,1.30,RANTHU,,160.00,3.63,,,5719,133,W,7/27/19
9548,4.10,LONMIN,,158.00,2.23,,,5717,133,W,7/27/19
9549,2.00,CAPIND,,204.00,1.34,,,,133,W,7/27/19
9550,2.60,STEOBO,,44.00,1.40,,,5715,133,W,7/27/19
9551,2.90,LONMIN,,22.00,1.45,,,5713,133,W,7/27/19
9552,,,,,,,,,133,W,7/27/19
9553,7.60,TABOCH,,46.00,2.19,Sullivan H15,,,133,W,7/27/19
9554,3.30,MACUNG,,64.00,2.21,,,,133,W,7/27/19
9555,1.60,MACUNG,,46.00,2.19,,,,133,W,7/27/19
9556,2.70,FORSPI,,40.00,5.01,,,,133,W,7/27/19
9557,5.00,LONMIN,,66.00,4.20,,,,133,W,7/27/19
9558,2.90,FORSPI,,40.00,5.01,,,,133,W,7/27/19
9559,3.80,FORSPI,,40.00,5.74,,,,133,W,7/27/19
9560,2.90,FORSPI,,40.00,5.01,,,,133,W,7/27/19
9561,3.30,FORSPI,,34.00,4.93,,,,133,W,7/27/19
9562,14.00,SEMMEX,,56.00,6.05,,,,133,W,7/27/19
9563,1.40,CYDDIV,,56.00,6.05,,,,133,W,7/27/19
9564,12.00,LONMIN,,38.00,5.99,,,,133,W,7/27/19
9565,3.40,,9566,,,,,,133,W,7/27/19
9566,5.70,LONMIN,,48.00,7.51,,,,133,W,7/27/19
9567,5.50,FORSPI,,44.00,8.31,,,,133,W,7/27/19
9568,3.70,FORSPI,,44.00,7.87,,,,133,W,7/27/19
9569,2.30,CYDDIV,,44.00,8.62,,,,133,W,7/27/19
9570,17.70,LONMIN,,44.00,8.44,"Tall tree, Lonchocarpus",,,133,W,7/27/19
9571,21.70,LONMIN,,78.00,4.44,"Tall tree,Lonchocarpus",,,133,W,7/27/19
9572,5.50,STEOBO,,88.00,5.74,,,,133,W,7/27/19
9573,7.10,XYLSEE,,102.00,5.30,,,,133,W,7/27/19
9574,9.00,MYRFRU,,100.00,5.66,,,,133,W,7/27/19
9575,1.90,XYLSEE,,12.00,5.62,,,,133,W,7/27/19
9576,2.10,FORSPI,,115.00,5.14,,,,133,W,7/27/19
