ID,DBH,SPP,MAIN,DEG,DIST,NOTES,NAIL,MS,PLOT,TRI,DATE
6895,3.00,CASSYL,,66.00,10.93,"SW:56,14.32",,,121,W,7/15/19
6896,4.20,,6895,,,,,,121,W,7/15/19
6897,4.30,,6895,,,,,,121,W,7/15/19
6898,4.40,ALBEDU,,78.00,9.3,,,,121,W,7/15/19
6899,6.10,CALCAN,,96.00,11.71,,,,121,W,7/15/19
6900,4.60,ASTGRA,,100.00,11.72,,,,121,W,7/15/19
6901,4.20,HIRREC,,104.00,11.99,"Liana, voucher",,,121,W,7/15/19
6902,1.20,CAPIND,,106.00,11.23,,,,121,W,7/15/19
6903,12.10,GUEMAC,,112.00,10.55,,,,121,W,7/15/19
6904,3.00,CERTET,,108.00,10.54,Rough liana,,,121,W,7/15/19
6905,4.10,SEMMEX,,118.00,11.67,,,,121,W,7/15/19
6906,1.50,,6905,,,,,,121,W,7/15/19
6907,1.10,CORPAN,,120.00,10.55,,,,121,W,7/15/19
6908,35.40,LICARB,,134.00,9.89,,0,,121,W,7/15/19
6909,17.40,,6908,,,,,,121,W,7/15/19
6910,18.10,,6908,,,,,,121,W,7/15/19
6911,4.00,CYDHET,,124.00,6.92,Striped liana,,,121,W,7/15/19
6912,19.60,CALCAN,,132.00,6.92,,0,,121,W,7/15/19
6913,4.10,CERTET,,130.00,9.87,Green spotted liana,,,121,W,7/15/19
6914,1.60,CAPIND,,96.00,7.27,,,,121,W,7/15/19
6915,1.10,,6914,,,,,,121,W,7/15/19
6916,50.70,BURSIM,,92.00,7.82,,,,121,W,7/15/19
6917,3.40,LONFEL,,84.00,7.41,,,,121,W,7/15/19
6918,13.60,CALCAN,,90,8.64,,,,121,W,7/15/19
6919,2.20,FORSPI,,90.00,8.64,Dotted liana,,,121,W,7/15/19
6920,1.00,MACUNG,,86.00,8.64,Rough liana,,,121,W,7/15/19
6921,1.20,ERYHAV,,74.00,8.5,,,,121,W,7/15/19
6922,23.00,CALCAN,,70.00,9.86,,0,,121,W,7/15/19
6923,4.70,LONFEL,,66.00,10.33,,,,121,W,7/15/19
6924,5.60,CALCAN,,98.00,8.6,,,,121,W,7/15/19
6925,1.20,,6924,,,,,,121,W,7/15/19
6926,1.00,CERTET,,98.00,8.29,Green spotted liana,,,121,W,7/15/19
6927,19.30,PISACU,,148.00,15.14,"NW:140,17.5",,,121,N,7/15/19
6928,1.50,CASSYL,,164.00,15.77,,,,121,N,7/15/19
6929,3.40,ROUGLA,,166.00,13.47,,,,121,N,7/15/19
6930,1.80,ROUGLA,,156.00,12.42,,,,121,N,7/15/19
6931,4.90,ARRPAT,,150.00,12.42,Rough liana,,,121,N,7/15/19
6932,8.20,CAPIND,,174.00,12.37,,,,121,N,7/15/19
6933,41.90,BURSIM,,178.00,11.24,,,,121,N,7/15/19
6934,6.50,MAYSEG,,182.00,10.27,"Voucher, not erythoxylon",,,121,N,7/15/19
6935,2.50,HIPVOL,,182.00,7.26,Elbow liana,,,121,N,7/15/19
6936,2.70,,6938,,,,,,121,N,7/15/19
6937,4.20,,6938,,,,,,121,N,7/15/19
6938,43.50,CALCAN,,196.00,11.25,,0,,121,N,7/15/19
6939,2.40,ASTGRA,,198.00,12.24,,,,121,N,7/15/19
6940,2.10,,6939,,,,,,121,N,7/15/19
6941,1.00,FORSPI,,202.00,12.37,Dotted liana,,,121,N,7/15/19
6942,3.20,CAPFRO,,204.00,13.25,,,,121,N,7/15/19
6943,2.40,,6942,,,,,,121,N,7/15/19
6944,1.80,,6942,,,,,,121,N,7/15/19
6945,3.80,CASSYL,,212.00,13.86,,,,121,N,7/15/19
6946,1.60,,6945,,,,,,121,N,7/15/19
6947,2.20,,6945,,,,,,121,N,7/15/19
6948,1.00,FORSPI,,214.00,13.86,Dotted liana,,,121,N,7/15/19
6949,1.50,LONMIN,,212.00,14.01,,,,121,N,7/15/19
6950,1.20,,6949,,,,,,121,N,7/15/19
6951,1.50,LONFEL,,214.00,14.91,,,,121,N,7/15/19
6952,1.20,,6951,,,,,,121,N,7/15/19
6953,5.80,CASCOR,,210.00,13.33,,,,121,N,7/15/19
6954,1.40,LONMIN,,192.00,10.31,,,,121,N,7/15/19
6955,1.50,CAPIND,,196.00,9.23,,,,121,N,7/15/19
6956,1.20,,6955,,,,,,121,N,7/15/19
6957,1.50,,6955,,,,,,121,N,7/15/19
6958,5.20,CYDHET,,174.00,9.28,Striped liana,,,121,N,7/15/19
6959,1.00,,6955,,,,,,121,N,7/15/19
6960,1.60,LONMIN,,186.00,9.19,,,,121,N,7/15/19
6961,1.70,,6960,,,,,,121,N,7/15/19
6962,3.30,HIPVOL,,164.00,7.37,Elbow liana,,,121,N,7/15/19
6963,10.10,CYDHET,,160.00,7.37,Striped liana,,,121,N,7/15/19
6964,1.90,HIPVOL,,164.00,5.75,Elbow liana,,,121,N,7/15/19
6965,5.90,CAPIND,,162.00,9.9,,,,121,N,7/15/19
6966,4.30,CYDHET,,168.00,8.05,Striped liana,,,121,N,7/15/19
6967,4.50,ARRPAT,,158.00,10.64,Rough liana,,,121,N,7/15/19
6968,2.10,RANMON,,218.00,12.97,"NE:216,15.09",,,121,E,7/15/19
6969,3.00,LONOLI,,210.00,12.29,,,,121,E,7/15/19
6970,1.30,CAPFRO,,220.00,11.71,,,,121,E,7/15/19
6971,1.10,CAPIND,,220.00,11.73,,,,121,E,7/15/19
6972,5.10,ATEHER,,220.00,10.01,,,,121,E,7/15/19
6973,1.20,SOLHAZ,,242.00,7.51,,,,121,E,7/15/19
6974,2.90,ROUGLA,,232.00,6.27,,,,121,E,7/15/19
6975,1.60,LONFEL,,248.00,6.77,,,,121,E,7/15/19
6976,1.80,FORSPI,,256.00,7.3,Dotted liana,,,121,E,7/15/19
6977,1.40,FORSPI,,256.00,7.3,Dotted liana,,,121,E,7/15/19
6978,10.50,CHOSPI,,248.00,5.62,,,,121,E,7/15/19
6979,1.20,,6978,,,,,,121,E,7/15/19
6980,1.10,,6978,,,,,,121,E,7/15/19
6981,1.20,,6978,,,,,,121,E,7/15/19
6982,1.20,SOLHAZ,,264.00,6.55,,,,121,E,7/15/19
6983,1.20,SAPPAL,,272.00,6.24,,,,121,E,7/15/19
6984,1.20,XYLSEE,,292.00,7.56,,,,121,E,7/15/19
6985,1.80,SAPPAL,,290.00,8.16,,,,121,E,7/15/19
6986,1.10,XLYSEE,,300.00,8.4,,,,121,E,7/15/19
6987,4.20,CORPAN,,312.00,9.65,,,,121,E,7/15/19
6988,2.50,,6987,,,,,,121,E,7/15/19
6989,1.00,XLYSEE,,308.00,8.37,,,,121,E,7/15/19
6990,6.60,XLYSEE,,320.00,6.18,,,,121,E,7/15/19
6991,1.40,ERYHAV,,324.00,5.52,,,,121,E,7/15/19
6992,9.90,BUNBIO,,294.00,4.67,,,,121,E,7/15/19
6993,1.00,CYDHET,,310.00,1.63,Striped liana,,,121,E,7/15/19
6994,1.30,LONFEL,,276.00,2.8,,,,121,E,7/15/19
6995,8.70,CASCOR,,248.00,2.49,,,,121,E,7/15/19
6996,22.90,BURSIM,,216.00,1.89,,,,121,E,7/15/19
6997,4.10,TABOCH,,1.64,1.94,,,,121,E,7/15/19
6998,2.40,,6997,,,,,,121,E,7/15/19
6999,1.30,,6997,,,,,,121,E,7/15/19
7000,5.60,ATEHER,,134.00,1.86,,,,121,E,7/15/19
7001,1.90,,7000,,,,,,121,E,7/15/19
7002,1.30,,7000,,,,,,121,E,7/15/19
7003,24.30,GUAULM,,204.00,5.82,,0,,121,E,7/15/19
7004,3.00,,7003,,,,,,121,E,7/15/19
7005,1.30,,7003,,,,,,121,E,7/15/19
7006,2.20,LONFEL,,200.00,7.7,,,,121,E,7/15/19
7007,1.40,,7007,,,,,,121,E,7/15/19
7008,2.20,ROUGLA,,208.00,9.9,,,,121,E,7/15/19
7009,2.60,CAPIND,,208.00,10.48,,,,121,E,7/15/19
7010,2.10,,7009,,,,,,121,E,7/15/19
7011,2.30,ATEHER,,212.00,9.35,,,,121,E,7/15/19
7012,1.50,CAPIND,,212.00,12.98,,,,121,E,7/15/19
7013,1.00,,7013,,,,,,121,E,7/15/19
7014,2.80,HIRREC,,220.00,5.31,Same as 6901,,,121,E,7/15/19
7015,8.20,CHOSPI,,218.00,6.57,,,,121,E,7/15/19
7016,6.00,,7016,,,,,,121,E,7/15/19
7017,3.10,TRIHIR,,206.00,5.93,,,,121,E,7/15/19
7018,1.50,,7017,,,,,,121,E,7/15/19
7019,1.00,,7017,,,,,,121,E,7/15/19
7020,1.20,CENMAC,,350.00,8.01,"SE:324,10.59",,,121,S,7/15/19
7021,3.80,TETVOL,,356.00,8.55,,,,121,S,7/15/19
7022,1.20,CENMAC,,342.00,8.65,Smooth gray liana,,,121,S,7/15/19
7023,1.00,SOLHAZ,,336.00,7.57,,,,121,S,7/15/19
7024,1.20,SOLHAZ,,4.00,8.06,,,,121,S,7/15/19
7025,2.00,SOLHAZ,,12.00,7.99,,,,121,S,7/15/19
7026,1.50,LONMIM,,12.00,6.56,,,,121,S,7/15/19
7027,1.70,TABOCH,,36.00,9.17,,,,121,S,7/15/19
7028,1.70,ACACOL,,36.00,9.93,,,,121,S,7/15/19
7029,1.60,ACACOL,,40.00,9.68,,,,121,S,7/15/19
7030,1.60,,7029,,,,,,121,S,7/15/19
7031,6.00,SIDCAP,,54.00,12.17,,,,121,S,7/15/19
7032,2.70,DIONIC,,50.00,10.31,,,,121,S,7/15/19
7033,1.50,FORSPI,,50.00,10.41,Dotted liana,,,121,S,7/15/19
7034,7.90,SEMMEX,,50.00,8.9,,,,121,S,7/15/19
7035,1.60,,7034,,,,,,121,S,7/15/19
7036,1.50,FORSPI,,50.00,7.99,Dotted liana,,,121,S,7/15/19
7037,5.90,LONMIN,,64.00,7.47,,,,121,S,7/15/19
7038,1.10,ROUGLA,,76.00,5.63,,,,121,S,7/15/19
7039,1.20,MACBIO,,80.00,6.01,,,,121,S,7/15/19
7040,1.30,CERTET,,82.00,3.47,Green spotted liana,,,121,S,7/15/19
7041,1.10,LONACU,,94.00,4.24,,,,121,S,7/15/19
7042,1.30,ROUGLA,,96.00,4.36,,,,121,S,7/15/19
7043,1.10,ATEHER,,98.00,3.43,,,,121,S,7/15/19
7044,2.20,LONFEL,,62.00,2.26,,,,121,S,7/15/19
7045,1.20,,7044,,,,,,121,S,7/15/19
7046,1.60,LONFEL,,36.00,3.18,,,,121,S,7/15/19
7047,1.00,,7046,,,,,,121,S,7/15/19
7048,1.60,LONMIN,,8.00,2.8,,,,121,S,7/15/19
7049,1.00,,7048,,,,,,121,S,7/15/19
7050,1.40,LONFEL,,358.00,2.91,,,,121,S,7/15/19
7051,5.40,CALCAN,,340.00,2.11,,,,121,S,7/15/19
7052,3.40,CAPFRO,,326.00,3.58,,,,121,S,7/15/19
7053,1.80,,7052,,,,,,121,S,7/15/19
7054,1.20,,7052,,,,,,121,S,7/15/19
7055,4.00,TETVOL,,324.00,4.44,Measured at tag on ground,,,121,S,7/15/19
7056,5.20,TABOCH,,358.00,4.16,,,,121,S,7/15/19
7057,1.00,SOLHAZ,,332.00,8.37,,,,121,S,7/15/19
7058,2.20,DIONIC,,328.00,8.83,,,,121,S,7/15/19
7059,31.80,ASTGRA,,2.00,4.35,,,,121,S,7/15/19
7060,4.00,CERTET,,50.00,5.32,Green spotted liana,,,121,S,7/15/19
7061,24.70,EXOMEX,,44.00,5.35,,0,,121,S,7/15/19
7062,1.30,FORSPI,,36.00,5.27,Dotted liana,,,121,S,7/15/19
7063,1.00,LONMIN,,60.00,5.04,,,,121,S,7/15/19
7064,1.00,LONMIN,,50.00,4.56,,,,121,S,7/15/19
17556,1.00,XYLSEE,,48.00,14.96,"SW: 50, 15.8",,,221,W,12/3/19
17557,1.20,XYLSEE,,50.00,14.96,,,,221,W,12/3/19
17558,1.00,SOLHAZ,,62.00,10.45,,,,221,W,12/3/19
17559,1.60,MALARB,,52.00,10.41,,,,221,W,12/3/19
17560,1.40,,17559,,,,,,221,W,12/3/19
17561,1.10,ATEHER,,56.00,7.95,,,,221,W,12/3/19
17562,2.20,CORPAN,,70.00,8.09,,,,221,W,12/3/19
17563,19.40,LONMIN,,82.00,8.11,,0,,221,W,12/3/19
17564,6.40,RANMON,,100.00,8.43,,,,221,W,12/3/19
17565,1.80,SLOTER,,104.00,9.40,,,,221,W,12/3/19
17566,1.10,FORSPI,,108.00,9.33,,,,221,W,12/3/19
17567,6.90,STEOBO,,118.00,11.80,,,,221,W,12/3/19
17568,1.30,MACUNG,,132.00,12.05,,,,221,W,12/3/19
17569,6.60,ASTGRA,,132.00,12.05,,,,221,W,12/3/19
17570,2.00,FORSPI,,130.00,11.64,,,,221,W,12/3/19
17571,1.00,FORSPI,,138.00,10.69,,,,221,W,12/3/19
17572,1.00,FORSPI,,138.00,9.90,,,,221,W,12/3/19
17573,1.90,ALBEDU,,138.00,8.42,,,,221,W,12/3/19
17574,1.00,FORSPI,,108.00,8.96,,,,221,W,12/3/19
17575,6.50,FORSPI,,106.00,7.93,,,,221,W,12/3/19
17576,1.20,FORSPI,,108.00,7.94,,,,221,W,12/3/19
17577,2.20,CAPIND,,138.00,7.29,,,,221,W,12/3/19
17578,1.40,ALBEDU,,134.00,6.31,,,,221,W,12/3/19
17579,1.10,CAPIND,,131.00,6.16,,,,221,W,12/3/19
17580,6.10,FORSPI,,122.00,4.17,,,,221,W,12/3/19
17581,1.20,FORSPI,,122.00,3.76,,,,221,W,12/3/19
17582,54.10,MACTIN,,126.00,3.51,,0,,221,W,12/3/19
17583,3.80,FORSPI,,100.00,2.88,,,,221,W,12/3/19
17584,7.80,CAPIND,,100.00,2.75,,,,221,W,12/3/19
17585,1.20,ARRPAT,,54.00,5.75,,,,221,W,12/3/19
17586,1.90,FORSPI,,50.00,7.01,,,,221,W,12/3/19
17587,6.20,LUECAN,,50.00,7.07,,,,221,W,12/3/19
17588,1.20,CYDDIV,,54.00,7.71,,,,221,W,12/3/19
17589,1.40,SOLHAZ,,70.00,6.87,,,,221,W,12/3/19
17590,1.10,SOLHAZ,,76.00,7.31,,,,221,W,12/3/19
17591,1.20,FORSPI,,100.00,6.43,,,,221,W,12/3/19
17592,2.30,,17593,,,,,,221,W,12/3/19
17593,10.40,CAPIND,,104.00,6.87,,,,221,W,12/3/19
17594,1.90,FORSPI,,102.00,6.10,,,,221,W,12/3/19
17595,5.60,ATEHER,,160.00,10.84,"NW: 142,13.87",,,221,N,12/3/19
17596,2.20,FORSPI,,158.00,10.46,,,,221,N,12/3/19
17597,5.00,SLOTER,,160.00,11.20,,,,221,N,12/3/19
17598,1.30,,17598,,,,,,221,N,12/3/19
17599,2.80,LONMIN,,174.00,11.82,,,,221,N,12/3/19
17600,1.50,ALLOCC,,210.00,10.61,,,,221,N,12/3/19
17601,1.40,ALLOCC,17600,,,,,,221,N,12/3/19
17602,9.40,REHTRI,,210.00,10.66,,,,221,N,12/3/19
17603,1.00,,17600,,,,,,221,N,12/3/19
17604,1.60,ALLOCC,,209.00,10.48,,,,221,N,12/3/19
17605,1.00,TETVOL,,210.00,11.33,,,,221,N,12/3/19
17606,1.60,TETVOL,,222.00,13.15,,,,221,N,12/3/19
17607,1.10,CYDHET,,220.00,12.55,,,,221,N,12/3/19
17608,2.50,TETVOL,,218.00,11.74,,,,221,N,12/3/19
17609,2.10,ARRPAT,,222.00,12.87,,,,221,N,12/3/19
17610,4.60,ARRPAT,,232.00,13.60,,,,221,N,12/3/19
17611,2.80,CYDDIV,,232.00,12.01,,,,221,N,12/3/19
17612,1.40,CAPIND,,228.00,9.29,,,,221,N,12/3/19
17613,1.10,,17612,,,,,,221,N,12/3/19
17614,1.50,,17612,,,,,,221,N,12/3/19
17615,1.00,,17612,,,,,,221,N,12/3/19
17616,2.00,FORSPI,,222.00,8.71,,,,221,N,12/3/19
17617,1.90,FORSPI,,220.00,8.18,,,,221,N,12/3/19
17618,3.20,CYDDIV,,224.00,7.88,,,,221,N,12/3/19
17619,3.40,FORSPI,,212.00,7.76,,,,221,N,12/3/19
17620,15.00,TABOCH,,218.00,6.84,,16,,221,N,12/3/19
17621,4.90,XYLSEE,,224.00,5.52,,,,221,N,12/3/19
17622,9.50,LUECAN,,206.00,5.07,,,,221,N,12/3/19
17623,6.40,ACATEN,,204.00,5.27,,,,221,N,12/3/19
17624,1.40,CYDHET,,202.00,5.96,,,,221,N,12/3/19
17625,2.00,CYDDIV,,202.00,4.33,,,,221,N,12/3/19
17626,1.20,FORSPI,,202.00,4.99,,,,221,N,12/3/19
17627,1.50,CYDDIV,,202.00,5.01,,,,221,N,12/3/19
17628,1.90,RANMON,,200.00,4.44,,,,221,N,12/3/19
17629,1.10,FORSPI,,180.00,2.56,,,,221,N,12/3/19
17630,3.70,FORSPI,,144.00,3.75,,,,221,N,12/3/19
17631,10.70,SAPPAL,,152.00,3.60,,,,221,N,12/3/19
17632,2.20,MACUNG,,150.00,3.69,,,,221,N,12/3/19
17633,1.00,EUGSAL,,198.00,5.16,,,,221,N,12/3/19
17634,1.10,CYDDIV,,180.00,4.74,,,,221,N,12/3/19
17635,6.20,COMFRU,,182.00,4.91,,,,221,N,12/3/19
17636,4.30,FORSPI,,180.00,3.66,,,,221,N,12/3/19
17637,2.50,FORSPI,,150.00,3.59,,,,221,N,12/3/19
17638,1.80,FORSPI,,158.00,3.49,,,,221,N,12/3/19
17639,2.80,MACUNG,,168.00,4.83,,,,221,N,12/3/19
17640,3.50,ARRPAT,,168.00,5.09,,,,221,N,12/3/19
17641,2.50,FORSPI,,158.00,4.96,,,,221,N,12/3/19
17642,5.80,CAPIND,,158.00,5.18,,,,221,N,12/3/19
17643,2.40,SERSCH,,160.00,6.47,,,,221,N,12/3/19
17644,1.30,FORSPI,,160.00,6.34,,,,221,N,12/3/19
17645,1.10,FORSPI,,150.00,5.99,,,,221,N,12/3/19
17646,1.20,FORSPI,,148.00,7.55,,,,221,N,12/3/19
17647,10.80,SWACUB,,148.00,9.10,,,,221,N,12/3/19
17648,4.80,,17647,,,,,,221,N,12/3/19
17649,9.00,,17647,,,,,,221,N,12/3/19
17650,8.50,,17647,,,,,,221,N,12/3/19
17651,2.60,,17647,,,,,,221,N,12/3/19
17652,1.50,ALBEDU,,148.00,8.73,,,,221,N,12/3/19
17653,1.30,SPOPUR,,144.00,12.94,,,,221,N,12/3/19
17654,2.90,BURSIM,,154.00,8.67,,,,221,N,12/3/19
17655,3.90,SAPPAL,,178.00,8.64,,,,221,N,12/3/19
17656,2.10,CAPIND,,190.00,6.76,,,,221,N,12/3/19
17657,1.30,,17656,,,,,,221,N,12/3/19
17658,3.90,MANCHI,,216.00,8.48,,,,221,N,12/3/19
17659,1.50,CYDHET,,216.00,7.89,,,,221,N,12/3/19
17660,2.60,LONMIN,,172.00,5.92,,,,221,N,12/3/19
17661,3.30,BURSIM,,216.00,8.35,,,,221,N,12/3/19
17662,9.70,CORPAN,,222.00,9.77,,,,221,N,12/3/19
17663,5.10,CYDHET,,244.00,11.12,"NE:230, 14.7",,,221,E,12/3/19
17664,1.50,CYDDIV,,246.00,10.37,,,,221,E,12/3/19
17665,2.00,CYDDIV,,246.00,9.91,,,,221,E,12/3/19
17666,3.80,FORSPI,,258.00,11.92,,,,221,E,12/3/19
17667,3.20,,,266.00,11.26,Liana,,,221,E,12/3/19
17668,30.10,SPOMOM,,258.00,10.44,,0,,221,E,12/3/19
17669,2.40,ALLOCC,,264.00,8.80,,,,221,E,12/3/19
17670,1.10,,17669,,,,,,221,E,12/3/19
17671,3.90,XYLSEE,,262.00,9.98,,,,221,E,12/3/19
17672,1.50,ALLOCC,,276.00,9.35,,,,221,E,12/3/19
17673,13.10,BURSIM,,298.00,11.48,,,,221,E,12/3/19
17674,9.80,OCOVER,,288.00,10.91,,,,221,E,12/3/19
17675,4.20,,17674,,,,,,221,E,12/3/19
17676,2.10,,17674,,,,,,221,E,12/3/19
17677,1.20,CYDDIV,,298.00,11.80,,,,221,E,12/3/19
17678,11.20,ADETRI,,310.00,12.80,1.65m,,,221,E,12/3/19
17679,3.90,TABOCH,,312.00,13.17,,,,221,E,12/3/19
17680,4.20,ACACOL,,310.00,8.54,,,,221,E,12/3/19
17681,12.90,CARPAP,,294.00,8.01,,,,221,E,12/3/19
17682,1.30,FORSPI,,319.00,2.42,,,,221,E,12/3/19
17683,4.00,ATEHER,,319.00,3.43,,,,221,E,12/3/19
17684,7.90,CAPIND,,272.00,1.67,,,,221,E,12/3/19
17685,1.10,FORSPI,,248.00,0.82,,,,221,E,12/3/19
17686,1.70,FORSPI,,274.00,1.68,,,,221,E,12/3/19
17687,1.40,CYDDIV,,284.00,2.71,,,,221,E,12/3/19
17688,2.10,ALBADI,,228.00,3.40,,,,221,E,12/3/19
17689,1.90,CASCOR,,246.00,3.58,,,,221,E,12/3/19
17690,1.50,FORSPI,,260.00,5.85,,,,221,E,12/3/19
17691,3.30,LONMIN,,246.00,4.45,,,,221,E,12/3/19
17692,10.10,ASTGRA,,238.00,5.93,,,,221,E,12/3/19
17693,1.70,CYDHET,,230.00,4.57,,,,221,E,12/3/19
17694,1.50,CYDDIV,,236.00,6.89,,,,221,E,12/3/19
17695,1.50,CYDDIV,,238.00,7.03,,,,221,E,12/3/19
17696,4.40,XYLSEE,,260.00,8.14,,,,221,E,12/3/19
17697,2.80,,,322.00,13.65,"SE:318, 15.42",,,221,S,12/3/19
17698,2.00,,17699,,,,,,221,S,12/3/19
17699,5.20,SEMMEX,,324.00,12.34,,,,221,S,12/3/19
17700,4.10,BUNBIO,,322.00,11.75,,,,221,S,12/3/19
17701,7.40,LUESPE,,344.00,11.32,,,,221,S,12/3/19
17702,1.30,FORSPI,,344.00,11.37,,,,221,S,12/3/19
17703,1.60,LONPAR,,32.00,11.58,,,,221,S,12/3/19
17704,3.70,XYLSEE,,34.00,10.99,,,,221,S,12/3/19
17705,5.70,XYLSEE,,42.00,15.10,,,,221,S,12/3/19
17706,3.40,XYLSEE,,42.00,15.40,,,,221,S,12/3/19
17707,3.00,XYLSEE,,46.00,15.35,,,,221,S,12/3/19
17708,3.80,FORSPI,,32.00,13.53,,,,221,S,12/3/19
17709,1.10,COMFRU,,32.00,9.68,,,,221,S,12/3/19
17710,3.30,CORPAN,,30.00,8.01,,,,221,S,12/3/19
17711,6.50,RANMON,,36.00,5.40,1.40m,,,221,S,12/3/19
17712,4.90,RANMON,,34.00,4.13,,,,221,S,12/3/19
17713,2.80,,17712,,,,,,221,S,12/3/19
17714,2.00,,17712,,,,,,221,S,12/3/19
17715,2.40,MACBIO,,38.00,2.60,,,,221,S,12/3/19
17716,1.00,FORSPI,,18.00,2.29,,,,221,S,12/3/19
17717,2.60,HIPVOL,,28.00,3.41,,,,221,S,12/3/19
17718,1.80,FORSPI,,48.00,1.60,,,,221,S,12/3/19
17719,2.00,FORSPI,,48.00,1.30,,,,221,S,12/3/19
17720,5.00,ADETRI,,36.00,0.99,,,,221,S,12/3/19
17721,1.00,FORSPI,,6.00,4.67,Center near 17739,,,221,S,12/3/19
17722,2.90,CAPIND,,352.00,2.41,,,,221,S,12/3/19
17723,1.00,,17722,,,,,,221,S,12/3/19
17724,35.00,BURSIM,,320.00,9.80,,,,221,S,12/3/19
17725,7.60,ANNPUR,,322.00,9.97,,,,221,S,12/3/19
17726,10.40,BUNBIO,,321.00,10.20,,,,221,S,12/3/19
17727,12.50,BURSIM,,328.00,8.73,,,,221,S,12/3/19
17728,1.50,ERYHAV,,348.00,7.98,,,,221,S,12/3/19
17729,1.10,TETVOL,,340.00,8.24,,,,221,S,12/3/19
17730,1.10,BURSIM,,348.00,6.96,,,,221,S,12/3/19
17731,1.10,CASSYL,,352.00,5.50,,,,221,S,12/3/19
17732,1.10,TETVOL,,342.00,6.04,,,,221,S,12/3/19
17733,16.20,SAPPAL,,4.00,3.73,,0,,221,S,12/3/19
17734,5.10,JAQNER,,0.00,3.90,,,,221,S,12/3/19
17735,2.40,,17734,,,,,,221,S,12/3/19
17736,2.00,,17734,,,,,,221,S,12/3/19
17737,1.80,,17734,,,,,,221,S,12/3/19
17738,3.00,FORSPI,,358.00,3.81,,,,221,S,12/3/19
17739,4.20,CAPIND,,6.00,5.79,,,,221,S,12/3/19
17740,3.10,CYDDIV,,0.00,5.81,,,,221,S,12/3/19
17741,5.00,CYDHET,,358.00,6.31,,,,221,S,12/3/19
17742,4.60,CYDHET,,0.00,7.71,,,,221,S,12/3/19
17743,2.80,CYDDIV,,0.00,7.55,,,,221,S,12/3/19
17744,5.90,ARRPAT,,2.00,8.00,,,,221,S,12/3/19
17745,4.60,COMFRU,,2.00,8.46,,,,221,S,12/3/19
17746,6.70,CYDHET,,2.00,8.66,,,,221,S,12/3/19
17747,1.80,OCOVER,,0.00,8.58,,,,221,S,12/3/19
17748,1.90,FORSPI,,0.00,9.13,,,,221,S,12/3/19
17749,1.10,FORSPI,,2.00,9.65,,,,221,S,12/3/19
17750,1.20,FORSPI,,2.00,9.14,,,,221,S,12/3/19
17751,41.30,CALCAN,,20.00,9.16,,,,221,S,12/3/19
17752,7.40,,17751,,,,,,221,S,12/3/19
17753,1.10,FORSPI,,20.00,9.12,,,,221,S,12/3/19
17754,2.20,COMFRU,,20.00,9.09,,,,221,S,12/3/19
17755,3.10,CYDDIV,,24.00,9.56,,,,221,S,12/3/19
17756,3.20,BURSIM,,20.00,4.29,,,,221,S,12/3/19
