ID,DBH,SPP,MAIN,NOTES,PLOT,TRI,NAIL,MS,DEG,DIST
14297,16.00,BURSIM,,,237,E,,,,
14298,17.40,,,,237,E,,,,
14299,4.50,,14298,,237,E,,,,
14300,1.70,CALLAT,,,237,E,,,,
14301,1.60,XYLSEE,,,237,E,,,,
14302,1.40,MANCHI,,,237,E,,,,
14303,1.80,FORSPI,,,237,E,,,,
14304,2.20,ARRPAT,,,237,E,,,,
14305,3.00,MACBIO,,,237,E,,,,
14306,1.40,CAPIND,,,237,E,,,,
14307,2.70,XYLSEE,,,237,E,,,,
14308,3.40,CASSYL,,,237,E,,,,
14309,1.10,SLOTER,,,237,E,,,,
14310,1.50,CYDDIV,,,237,E,,,,
14311,1.10,SLOTER,,,237,E,,,,
14312,3.10,MACBIO,,,237,E,,,,
14313,1.70,,,Serjania,237,E,,,,
14314,3.10,LONMIN,,,237,E,,,,
14315,9.20,ASTGRA,,,237,E,,,,
14316,7.90,,14315,,237,E,,,,
14317,2.70,,,"Voucher, erythraxylum ",237,E,,,,
14318,1.50,,14317,,237,E,,,,
14319,4.10,CASSYL,,,237,E,,,,
14320,2.90,,14319,,237,E,,,,
14321,3.40,,14319,,237,E,,,,
14322,3.60,,14319,,237,E,,,,
14323,2.80,ARRPAT,,,237,E,,,,
14324,1.80,,14319,,237,E,,,,
14325,6.60,CASSYL,,,237,E,,,,
14326,1.00,,14325,,237,E,,,,
14327,1.60,,,Glandular liana,237,E,,,,
14328,1.90,ALBADI,,,237,E,,,,
14329,1.10,CYDDIV,,,237,E,,,,
14330,12.00,ASTGRA,,,237,E,,,,
14331,1.30,CALLAT,,,237,E,,,,
14332,3.50,CORPAN,,,237,E,,,,
14333,2.10,CYDDIV,,,237,E,,,,
14334,6.40,CAPIND,,,237,E,,,,
14335,2.10,CALLAT,,,237,E,,,,
14336,3.20,ARRPAT,,,237,E,,,,
14337,1.50,,,Serjania 2,237,S,,,,
14338,18.60,OCOVER,,,237,S,,,,
14339,3.60,,14338,,237,S,,,,
14340,17.50,,14338,,237,S,0,,,
14341,11.20,,14338,,237,S,,,,
14342,1.70,,14338,,237,S,,,,
14343,1.10,,14338,,237,S,,,,
14344,10.20,,14338,,237,S,,,,
14345,2.40,,14338,,237,S,,,,
14346,5.00,,14338,,237,S,,,,
14347,62.90,TABOCH,,Measured at 1.9m,237,S,,,,
14348,2.60,CALLAT,,,237,S,,,,
14349,21.80,CALCAN,,,237,S,,,,
14350,2.40,,14349,,237,S,,,,
14351,2.50,,14349,,237,S,,,,
14352,3.70,PAUCUR,,,237,S,,,,
14353,5.50,CASCOR,,,237,S,,,,
14354,1.70,CALLAT,,,237,S,,,,
14355,20.40,EXOMEX,,,237,S,,,,
14356,2.60,ROUGLA,,,237,S,,,,
14357,1.20,PAUCUR,,,237,S,,,,
14358,2.90,SLOTER,,,237,S,,,,
14359,1.60,,14358,,237,S,,,,
14360,3.10,MANCHI,,,237,S,,,,
14361,1.20,,14360,,237,S,,,,
14362,2.40,MANCHI,,,237,S,,,,
14363,14.80,PISACU,,Measure at tag,237,S,,,,
14364,10.40,,14363,,237,S,,,,
14365,4.30,ARRPAT,,,237,S,,,,
14366,3.30,SLOTER,,,237,S,,,,
14367,1.90,ROUGLA,,,237,S,,,,
14368,5.40,OCOVER,,,237,S,,,,
14369,2.10,,14368,,237,S,,,,
14370,3.20,,14368,,237,S,,,,
14371,1.60,,14368,,237,S,,,,
14372,2.30,ARRCHI,,,237,S,,,,
14373,1.80,,,Cydista,237,S,,,,
