ID,DBH,SPP,MAIN,DEG,DIST,NOTES,NAIL,MS,PLOT,TRI,DATE
6569,2.80,CERTET,,60,13.66,"SW:56,15.64",,,119,W,7/13/19
6570,3.90,FORSPI,,58.00,13.99,Speckled liana,,,119,W,7/13/19
6571,7.90,GUEMAC,,92.00,10.87,372,,,119,W,7/13/19
6572,4.40,ASTGRA,,92.00,12.34,,,,119,W,7/13/19
6573,1.00,SOLHAZ,,94.00,10.2,,,,119,W,7/13/19
6574,3.80,ASTGRA,,98.00,11.74,,,,119,W,7/13/19
6575,1.40,SOLHAZ,,106.00,10.91,,,,119,W,7/13/19
6576,1.10,,6575,,,,,,119,W,7/13/19
6577,1.10,SOLHAZ,,108.00,10.61,,,,119,W,7/13/19
6578,1.90,SOLHAZ,,110.00,12.65,,,,119,W,7/13/19
6579,4.40,LONOLI,,116.00,11.07,374,,,119,W,7/13/19
6580,11.80,CARPAP,,126.00,14.81,375,,,119,W,7/13/19
6581,1.30,ASTGRA,,124.00,14.81,,,,119,W,7/13/19
6582,5.00,PISACU,,132.00,13.65,,,,119,W,7/13/19
6583,2.60,,6582,,,,,,119,W,7/13/19
6584,1.90,,6582,,,,,,119,W,7/13/19
6585,4.80,,6582,,,,,,119,W,7/13/19
6586,2.30,ALLOCC,,122.00,10.72,,,,119,W,7/13/19
6587,3.40,ASTGRA,,110.00,8.73,,,,119,W,7/13/19
6588,1.10,,6587,,,,,,119,W,7/13/19
6589,1.40,SOLHAZ,,108.00,9.07,,,,119,W,7/13/19
6590,1.10,CASCOR,,112.00,7.15,,,,119,W,7/13/19
6591,25.30,GUEMAC,,94.00,6.38,362,0,,119,W,7/13/19
6592,5.10,RANMON,,90,7.4,367.00,,,119,W,7/13/19
6593,3.80,,6592,,,,,,119,W,7/13/19
6594,3.10,CERTET,,84.00,8.16,,,,119,W,7/13/19
6595,1.10,FORSPI,,90.00,7.4,,,,119,W,7/13/19
6596,1.20,FORSPI,,76.00,7.51,,,,119,W,7/13/19
6597,9.80,SEMMEX,,72.00,6.33,369,,,119,W,7/13/19
6598,1.10,,6597,,,,,,119,W,7/13/19
6599,2.80,,6597,,,,,,119,W,7/13/19
6600,2.70,,6597,,,,,,119,W,7/13/19
6601,1.60,SIMGLA,,76.00,8.18,,,,119,W,7/13/19
6602,1.10,,6601,,,,,,119,W,7/13/19
6603,1.20,,6601,,,,,,119,W,7/13/19
6604,1.20,,6601,,,,,,119,W,7/13/19
6605,5.40,CERTET,,64.00,9.57,Green spotted liana,,,119,W,7/13/19
6606,3.00,CYDHET,,64.00,11.06,Striped liana,,,119,W,7/13/19
6607,4.40,ARRPAT,,64.00,11.06,Speckled liana,,,119,W,7/13/19
6608,8.20,CERTET,,64.00,11.06,"Green spotted liana, tag outside",,,119,W,7/13/19
6609,2.00,FORSPI,,66.00,11.06,"Dotted liana, tag outside",,,119,W,7/13/19
