ID,DBH,SPP,MAIN,DEG,DIST,NOTES,NAIL,MS,PLOT,TRI,DATE
9155,1.50,SOLHAZ,,44.00,11.48,"SW:44,14.24",,,132,W,7/26/19
9156,5.30,ASTGRA,,52.00,11.84,,,5956,132,W,7/26/19
9157,2.40,EXOMEX,,64.00,10.94,Looks like exostema,,5963,132,W,7/26/19
9158,17.40,ATEHER,,46.00,9.68,,0,,132,W,7/26/19
9159,4.10,PETVOL,,58.00,9.86ATEHER,,,5958,132,W,7/26/19
9160,3.40,LONMIN,,70.00,9.01,,,5964,132,W,7/26/19
9161,1.30,FORSPI,,68.00,9.29,,,5965,132,W,7/26/19
9162,3.20,CYDHET,,68.00,9.20,Cydista,,5967,132,W,7/26/19
9163,1.60,CYDHET,,68.00,9.97,Cydista,,5969,132,W,7/26/19
9164,4.60,ASTGRA,,74.00,9.91,,,5966,132,W,7/26/19
9165,5.20,CYDDIV,,86.00,9.91,Liana,,5978,132,W,7/26/19
9166,4.20,ARRPAT,,80.00,9.74,,,5980,132,W,7/26/19
9167,2.40,SEMMEX,,88.00,8.20,,,5973,132,W,7/26/19
9168,1.30,,9167,,,,,5974,132,W,7/26/19
9169,1.30,,9167,,,,,5975,132,W,7/26/19
9170,1.00,,9167,,,,,,132,W,7/26/19
9171,5.00,CYDDIV,,94.00,9.84,Liana,,5982,132,W,7/26/19
9172,14.00,CALCAN,,92.00,9.69,,,5985,132,W,7/26/19
9173,6.90,CYDDIV,,92.00,9.50,Liana,,5984,132,W,7/26/19
9174,2.50,ALBEDU,,92.00,8.89,,,5986,132,W,7/26/19
9175,4.80,FORSPI,,116.00,7.85,,,,132,W,7/26/19
9176,1.00,BUNBIO,,114.00,9.17,,,5988,132,W,7/26/19
9177,7.50,CALCAN,,134.00,11.17,,,5990,132,W,7/26/19
9178,7.50,,9177,,,,,"5,989.00",132,W,7/26/19
9179,1.20,CYDDIV,,132.00,11.38,,,5991,132,W,7/26/19
9180,9.30,LONMIN,,136.00,7.85,,,,132,W,7/26/19
9181,1.60,MACUNG,,138.00,7.82,,,,132,W,7/26/19
9182,6.50,LONMIN,,128.00,7.83,,,,132,W,7/26/19
9183,3.90,FORSPI,,128.00,7.80,,,,132,W,7/26/19
9184,1.20,FORSPI,,128.00,7.80,,,,132,W,7/26/19
9185,2.10,FORSPI,,134.00,7.21,,,,132,W,7/26/19
9186,2.00,FORSPI,,134.00,7.21,,,,132,W,7/26/19
9187,2.00,LONMIN,,118.00,5.68,,,,132,W,7/26/19
9188,3.40,FORSPI,,122.00,4.15,,,,132,W,7/26/19
9189,1.10,FORSPI,,118.00,4.17,,,,132,W,7/26/19
9190,1.90,FORSPI,,122.00,4.10,,,,132,W,7/26/19
9191,2.20,FORSPI,,128.00,3.89,,,,132,W,7/26/19
9192,4.10,LONMIN,,132.00,3.95,,,,132,W,7/26/19
9193,9.70,LONMIN,,120.00,3.17,,,,132,W,7/26/19
9194,1.60,LONMIN,,116.00,3.49,,,,132,W,7/26/19
9195,2.30,FORSPI,,118.00,2.76,,,,132,W,7/26/19
9196,2.60,ARRPAT,,128.00,2.77,,,,132,W,7/26/19
9197,1.60,FORSPI,,134.00,3.07,,,,132,W,7/26/19
9198,2.00,FORSPI,,120.00,2.94,,,,132,W,7/26/19
9199,3.00,LONMIN,,122.00,2.51,,,,132,W,7/26/19
9200,1.80,CYDDIV,,104.00,2.05,,,,132,W,7/26/19
9201,1.50,ARRPAT,,96.00,2.50,,,,132,W,7/26/19
9202,1.50,FORSPI,,140.00,1.35,,,,132,W,7/26/19
9203,1.20,FORSPI,,20.00,0.47,,,,132,W,7/26/19
9204,2.50,LONMIN,,82.00,0.57,,,,132,W,7/26/19
9205,2.50,LONMIN,,46.00,1.78,,,,132,W,7/26/19
9206,2.70,LONMIN,,74.00,3.37,,,,132,W,7/26/19
9207,1.30,FORSPI,,92.00,3.16,,,,132,W,7/26/19
9208,1.90,ARRPAT,,62.00,13.84,,,,132,W,7/26/19
9209,2.30,CYDHET,,22.00,3.33,Cydista,,,132,W,7/26/19
9210,2.10,FORSPI,,60.00,3.12,,,,132,W,7/26/19
9211,1.40,,,36.00,3.04,Black liana,,,132,W,7/26/19
9212,1.50,FORSPI,,38.00,2.76,,,,132,W,7/26/19
9213,5.80,LONMIN,,44.00,5.60,,,,132,W,7/26/19
9214,1.70,CYDDIV,,44.00,5.60,,,,132,W,7/26/19
9215,2.00,ARRPAT,,64.00,5.93,,,,132,W,7/26/19
9216,1.10,FORSPI,,64.00,5.90,,,,132,W,7/26/19
9217,1.30,FORSPI,,64.00,5.93,,,,132,W,7/26/19
9218,5.50,LONMIN,,56.00,7.57,,,,132,W,7/26/19
9219,6.80,ASTGRA,,56.00,7.11,,,,132,W,7/26/19
9220,2.20,ARRPAT,,48.00,7.73,,,,132,W,7/26/19
9221,1.40,FORSPI,,56.00,7.11,,,,132,W,7/26/19
9222,1.30,ARRPAT,,36.00,7.30,,,,132,W,7/26/19
9223,2.40,MACTIN,,32.00,10.18,,,,132,W,7/26/19
9224,1.10,MACTIN,,40.00,10.61,,,,132,W,7/26/19
9225,2.40,ARRPAT,,50.00,7.05,,,,132,W,7/26/19
9226,4.30,LONMIN,,74.00,7.34,,,,132,W,7/26/19
9227,2.50,LONMIN,,Dead,,Dead,,,132,W,7/26/19
9228,1.50,FORSPI,,56.00,4.66,,,,132,W,7/26/19
9229,11.20,LONMIN,,74.00,4.87,,,,132,W,7/26/19
9230,3.40,LONMIN,,80.00,3.53,,,,132,W,7/26/19
9231,1.20,MACUNG,,80.00,3.53,,,,132,W,7/26/19
9232,2.20,ARRPAT,,80.00,3.53,,,,132,W,7/26/19
9233,2.50,LONMIN,,86.00,4.27,,,,132,W,7/26/19
9234,2.40,FORSPI,,80.00,3.53,,,,132,W,7/26/19
9235,3.50,FORSPI,,80.00,3.53,,,,132,W,7/26/19
9236,3.60,LONMIN,,94.00,4.43,,,,132,W,7/26/19
9237,2.30,FORSPI,,94.00,4.43,,,,132,W,7/26/19
9238,7.70,LUECAN,,92.00,5.85,,,,132,W,7/26/19
9239,2.20,TABOCH,,96.00,7.23,Sullivan H22,,,132,W,7/26/19
9240,2.50,LONMIN,,106.00,6.86,,,,132,W,7/26/19
9241,5.20,LONMIN,,110.00,6.82,,,,132,W,7/26/19
9242,9.50,LONMIN,,110.00,6.86,,,,132,W,7/26/19
9243,2.30,LONMIN,,110.00,6.46,,,,132,W,7/26/19
9244,2.30,LONMIN,,142.00,9.67,"NE:134,12.21",,,132,N,7/26/19
9245,3.60,TABOCH,,140.00,9.70,,,,132,N,7/26/19
9246,1.90,,9245,,,,,,132,N,7/26/19
9247,11.20,LONMIN,,150.00,9.63,,,,132,N,7/26/19
9248,3.10,MACUNG,,150.00,9.63,,,,132,N,7/26/19
9249,2.40,LONMIN,,144.00,8.98,,,,132,N,7/26/19
