ID,DBH,SPP,MAIN,DEG,DIST,NOTES,NAIL,MS,PLOT,TRI,DATE
6725,2.70,CAPIND,,48.00,12.96,"SW:50,13.18",,,120,W,7/13/19
6726,3.50,,6725,,,,,,120,W,7/13/19
6727,1.50,,6725,,,,,,120,W,7/13/19
6728,9.10,SAPPAL,,58.00,12.09,,,,120,W,7/13/19
6729,1.80,CAPIND,,56.00,11.76,,,,120,W,7/13/19
6730,8.60,CALCAN,,56.00,11.7,,,,120,W,7/13/19
6731,1.70,FORSPI,,48.00,11.36,Apo liana,,,120,W,7/13/19
6732,1.40,,6731,,,Apo liana,,,120,W,7/13/19
6733,1.30,,6731,,,Apo liana,,,120,W,7/13/19
6734,5.50,MACUNG,,66.00,9.72,Hairy liana,,,120,W,7/13/19
6735,9.60,MACUNG,,62.00,9.86,Hairy liana,,,120,W,7/13/19
6736,42.10,AGOMAC,,64.00,9.82,,,,120,W,7/13/19
6737,2.20,MACUNG,,64.00,9.8,Hairy liana,,,120,W,7/13/19
6738,1.40,SOLHAZ,,74.00,8.62,,,,120,W,7/13/19
6739,2.80,LONMIN,,82.00,8.42,Lonchocarpus minimiflorus,,,120,W,7/13/19
6740,3.90,TABOCH,,82.00,9.17,,,,120,W,7/13/19
6741,6.50,CALCAN,,86.00,8.31,,,,120,W,7/13/19
6742,2.80,,6741,,,,,,120,W,7/13/19
6743,1.50,,6741,,,,,,120,W,7/13/19
6744,3.40,DIONIC,,98.00,10.19,,,,120,W,7/13/19
6745,2.10,FORSPI,,100.00,9.2,Apo liana,,,120,W,7/13/19
6746,2.40,,6745,,,Apo liana,,,120,W,7/13/19
6747,15.20,GUAULM,,110.00,10.7,,,,120,W,7/13/19
6748,1.00,ALLOCC,,116,10.09,,,,120,W,7/13/19
6749,2.10,,,100.00,8.9,Green spotted liana,,,120,W,7/13/19
6750,10.10,SEMMEX,,112.00,8.42,,,,120,W,7/13/19
6751,9.90,SAPPAL,,122.00,8.8,Dotted liana,,,120,W,7/13/19
6752,6.90,,6751,,,,,,120,W,7/13/19
6753,1.20,CASCOR,,134.00,8.62,,,,120,W,7/13/19
6754,2.30,CASCOR,,140.00,9.27,,,,120,W,7/13/19
6755,15.70,SAPPAL,,140.00,4.96,,6,,120,W,7/13/19
6756,1.60,MACUNG,,140.00,4.96,Hairy liana,,,120,W,7/13/19
6757,2.10,SOLHAZ,,106.00,4.71,,,,120,W,7/13/19
6758,1.00,,6757,,,,,,120,W,7/13/19
6759,3.50,SOLHAZ,,100.00,4.12,,,,120,W,7/13/19
6760,2.20,LONMIN,,90.00,4.8,Lonchocarpus minimiflorus,,,120,W,7/13/19
6761,3.90,SOLHAZ,,82.00,5.33,,,,120,W,7/13/19
6762,12.80,CALCAN,,78.00,6.73,,,,120,W,7/13/19
6763,21.40,EXOMEX,,58.00,8.81,,0,,120,W,7/13/19
6764,3.60,MACBIO,,104.00,6.17,,,,120,W,7/13/19
6765,1.10,CYDDIV,,104.00,6.1,Speckled liana,,,120,W,7/13/19
6766,5.10,SAPPAL,,148.00,11.85,"NW:142,15.84",,,120,N,7/13/19
6767,2.30,,6766,,,,,,120,N,7/13/19
6768,7.10,CERTET,,148.00,12,,,,120,N,7/13/19
6769,3.20,CERTET,,156.00,11,,,,120,N,7/13/19
6770,40.30,GUEMAC,,154.00,11.34,,0,,120,N,7/13/19
6771,1.20,,6770,,,,,,120,N,7/13/19
6772,3.60,,6770,,,,,,120,N,7/13/19
6773,3.50,SAPPAL,,164.00,11.21,,,,120,N,7/13/19
6774,4.30,CAPIND,,172.00,11.61,,,,120,N,7/13/19
6775,1.20,FORSPI,,178.00,11.7,Dotted liana,,,120,N,7/13/19
6776,1.40,CASCOR,,180.00,10.84,,,,120,N,7/13/19
6777,1.30,,6776,,,,,,120,N,7/13/19
6778,8.10,ASTGRA,,192.00,10.36,,,,120,N,7/13/19
6779,4.30,RANMON,,194.00,9.05,,,,120,N,7/13/19
6780,1.00,XYLSEE,,194.00,8.67,,,,120,N,7/13/19
