ID,DBH,SPP,MAIN,DEG,DIST,NOTES,NAIL,MS,PLOT,TRI,DATE
3896,3.3,ERYHAV,,72,13.26,"SW:54,15.16",,,012,W,6/25/19
3897,1.6,,3896,,,,,,012,W,6/25/19
3898,5.2,LONMIN,,66,12.98,Lonchocarpus sp 2,,,012,W,6/25/19
3899,6,SOLHAZ,,82,12.35,,,,012,W,6/25/19
3900,1.5,,3901,,,,,,012,W,6/25/19
3901,1.8,LONMIN,,84,12.15,Lonchocarpus sp 2,,,012,W,6/25/19
3902,1.2,,3901,,,,,,012,W,6/25/19
3903,1.5,,3901,,,,,,012,W,6/25/19
3904,3.2,SOLHAZ,,96,11.69,,,,012,W,6/25/19
3905,6.6,SOLHAZ,,100,12.02,,,,012,W,6/25/19
3906,15.6,CHOSPI,,108,11.55,,,,012,W,6/25/19
3907,10.3,,3906,,,,,,012,W,6/25/19
3908,1.7,CYDHET,,106,9.65,Striped liana,,,012,W,6/25/19
3909,28.6,LONMIN,,110,11.96,"Tall tree, defoliated, trunk slash orange red pink",,,012,W,6/25/19
3910,1.4,BUNBIO,,116,11.23,,,,012,W,6/25/19
3911,1,,3910,,,,,,012,W,6/25/19
3912,1.2,,3913,,,,,,012,W,6/25/19
3913,2.1,BUNBIO,,120,9.59,,,,012,W,6/25/19
3914,2.2,LONMIN,,112,10.83,Lonchocarpus sp 2,,,012,W,6/25/19
3915,2.6,LONMIN,,112,11.06,Lonchocarpus sp 2,,,012,W,6/25/19
3916,3,SOLHAZ,,122,11.78,,,,012,W,6/25/19
3917,3.4,LONMIN,,120,12.75,Lonchocarpus sp 2,,,012,W,6/25/19
3918,1.8,ALLOCC,,124,12.18,,,,012,W,6/25/19
3919,2.4,SPOPUR,,126,13.52,,,,012,W,6/25/19
3920,2.4,SOLHAZ,,132,14.79,,,,012,W,6/25/19
3921,1.5,SOLHAZ,,136,11.77,,,,012,W,6/25/19
3922,3.4,SOLHAZ,,132,10.87,,,,012,W,6/25/19
3923,3.4,SPOPUR,,128,11,,,,012,W,6/25/19
3924,1.2,,3925,,,Dead,,,012,W,6/25/19
3925,1.6,BUNBIO,,122,10.86,,,,012,W,6/25/19
3926,1.6,,3925,,,,,,012,W,6/25/19
3927,1.2,,3925,,,,,,012,W,6/25/19
3928,1.1,,3929,,,,,,012,W,6/25/19
3929,2.1,SOLHAZ,,128,9.97,,,,012,W,6/25/19
3930,3.4,SOLHAZ,,124,9.4,,,,012,W,6/25/19
3931,11.4,LUECAN,,132,7.65,,,,012,W,6/25/19
3932,1.2,,3931,,,,,,012,W,6/25/19
3933,2.1,,3931,,,,,,012,W,6/25/19
3934,1.4,CYDHET,,114,9.07,Striped liana,,,012,W,6/25/19
3935,1.5,BUNBIO,,122,7.15,,,,012,W,6/25/19
3936,1.5,,3935,,,,,,012,W,6/25/19
3937,1.5,STEOBO,,114,5.64,,,,012,W,6/25/19
3938,1.3,,3937,,,,,,012,W,6/25/19
3939,2.5,CASCOR,,128,4.86,,,,012,W,6/25/19
3940,2.9,BUNBIO,,100,5.28,,,,012,W,6/25/19
3941,1.3,,3940,,,,,,012,W,6/25/19
3942,1.5,,3940,,,,,,012,W,6/25/19
3943,2.3,,3940,,,,,,012,W,6/25/19
3944,2.2,,3940,,,,,,012,W,6/25/19
3945,1.9,,3940,,,,,,012,W,6/25/19
3946,1.6,,3940,,,,,,012,W,6/25/19
3947,1.2,,3940,,,,,,012,W,6/25/19
3948,1.3,,3940,,,,,,012,W,6/25/19
3949,1.9,ALLOCC,,90,4.98,,,,012,W,6/25/19
3950,1.7,,3949,,,,,,012,W,6/25/19
3951,1.2,CASCOR,,128,14.03,Near 3919,,,012,W,6/25/19
3952,16.5,LUECAN,,68,10.04,Luehea sp,,,012,W,6/25/19
3953,7,,3952,,,,,,012,W,6/25/19
3954,5.3,,3952,,,,,,012,W,6/25/19
3955,2.1,,3952,,,,,,012,W,6/25/19
3956,1.3,,3952,,,,,,012,W,6/25/19
3957,6,,3952,,,,,,012,W,6/25/19
3958,1.2,,3952,,,,,,012,W,6/25/19
3959,1.2,,3952,,,,,,012,W,6/25/19
3960,6.2,,3952,,,,,,012,W,6/25/19
3961,1.7,,3952,,,,,,012,W,6/25/19
3962,5.5,,3952,,,,,,012,W,6/25/19
3963,3.5,,3952,,,,,,012,W,6/25/19
3964,1.8,,3952,,,,,,012,W,6/25/19
3965,1.1,,3952,,,,,,012,W,6/25/19
3966,1.6,LONMIN,,60,10.14,Lonchocarpus sp 2,,,012,W,6/25/19
3967,5.4,LONMIN,,62,12.32,Lonchocarpus sp 2,,,012,W,6/25/19
3968,1.9,ERYHAV,,56,12.79,,,,012,W,6/25/19
3969,1.9,,3968,,,,,,012,W,6/25/19
3970,1.2,,3968,,,,,,012,W,6/25/19
3971,1.7,CYDHET,,90,8.48,Striped liana,,,012,W,6/25/19
3972,1.4,ALLOCC,,141,14.38,"NW:140,17.43",,,012,N,6/25/19
3973,6.8,STEOBO,,148,13.83,,,,012,N,6/25/19
3974,3.6,SOLHAZ,,150,13.14,,,,012,N,6/25/19
3975,3.6,,3974,,,,,,012,N,6/25/19
3976,6,SOLHAZ,,150,12.19,,,,012,N,6/25/19
3977,1.2,CORGUA,,154,12.37,"Prominent normal veination, Minor serration on leaf tips, Alternate simple slight pubescence, leaf length 8-15cm",,,012,N,6/25/19
3978,1,,3977,,,,,,012,N,6/25/19
3979,1.5,CASCOR,,150,10.99,,,,012,N,6/25/19
3980,7.5,LUECAN,,166,10.07,Luehea sp,,,012,N,6/25/19
3981,4.3,STEOBO,,182,10.01,,,,012,N,6/25/19
3982,6,,3984,,,,,,012,N,6/25/19
3983,6.8,,3984,,,,,,012,N,6/25/19
3984,11.1,LUECAN,,192,10.98,Luehea sp,,,012,N,6/25/19
3985,3.5,LUECAN,,200,11.54,Luehea sp,,,012,N,6/25/19
3986,1.5,,3985,,,,,,012,N,6/25/19
3987,4.2,BUNBIO,,210,12.87,,,,012,N,6/25/19
3988,6.2,CAPIND,,210,13.7,,,,012,N,6/25/19
3989,10,ATEHER,,212,14.52,"Pole pruner, ATEHER",,,012,N,6/25/19
3990,2.1,CYDHET,,166,9.6,Striped liana,,,012,N,6/25/19
3991,2.6,MYRFRU,,204,9.95,,,,012,N,6/25/19
3992,7.3,BERNIC,,198,8.86,Luehea sp,,,012,N,6/25/19
3993,1.3,,3998,,,,,,012,N,6/25/19
3994,1.5,,3998,,,,,,012,N,6/25/19
3995,1.5,,3998,,,,,,012,N,6/25/19
3996,1.2,,3998,,,,,,012,N,6/25/19
3997,1.1,,3998,,,,,,012,N,6/25/19
3998,2.1,LUECAN,,184,7.54,Luehea sp,,,012,N,6/25/19
3999,4.9,LONMIN,,174,6.36,Lonchocarpus sp 2,,,012,N,6/25/19
4000,2.3,TABOCH,,136,6.01,,,,012,N,6/25/19
4001,1.5,,4000,,,,,,012,N,6/25/19
4002,1.1,LONMIN,,160,8.4,Lonchocarpus sp 2,,,012,N,6/25/19
4003,1.2,CASCOR,,154,9.45,,,,012,N,6/25/19
4004,1.4,,4005,,,,,,012,N,6/25/19
4005,1.5,ALLOCC,,144,11.77,,,,012,N,6/25/19
4006,1.3,CASCOR,,144,12.59,,,,012,N,6/25/19
4007,9.4,BUNBIO,,166,8.03,,,,012,N,6/25/19
4008,1,ALLOCC,,152,7.94,,,,012,N,6/25/19
4009,1.5,ACATEN,,148,11.24,,,,012,N,6/25/19
4010,1.5,,4011,,,,,,012,E,6/25/19
4011,1.6,ERYHAV,,220,12.13,"NE:216,15.55",,,012,E,6/25/19
4012,1.5,,4011,,,,,,012,E,6/25/19
4013,1.7,SOLHAZ,,228,8.67,,,,012,E,6/25/19
4014,2.3,SOLHAZ,,232,8.19,,,,012,E,6/25/19
4015,2.2,,4014,,,,,,012,E,6/25/19
4016,2.1,SAPTHE,,226,6.39,,,,012,E,6/25/19
4017,5.2,REHTRI,,226,11.3,,,,012,E,6/25/19
4018,2.2,BERNIC,,246,8.45,,,,012,E,6/25/19
4019,11.4,CARPAP,,240,9.61,,,,012,E,6/25/19
4020,5.2,BERNIC,,246,8.23,,,,012,E,6/25/19
4021,3.5,BERNIC,,246,7.09,,,,012,E,6/25/19
4022,1.6,,4021,,,,,,012,E,6/25/19
4023,1.2,,4021,,,,,,012,E,6/25/19
4024,3.6,BERNIC,,258,7.76,,,,012,E,6/25/19
4025,1.1,,4024,,,,,,012,E,6/25/19
4026,6.4,BERNIC,,254,6.3,,,,012,E,6/25/19
4027,16.5,SPOPUR,,262,4.63,,,,012,E,6/25/19
4028,10.7,,4027,,,,,,012,E,6/25/19
4029,6.9,,4027,,,,,,012,E,6/25/19
4030,1.1,ERYHAV,,274,5.85,,,,012,E,6/25/19
4031,1.5,ERYHAV,,270,6.62,,,,012,E,6/25/19
4032,1,,4031,,,,,,012,E,6/25/19
4033,3.5,CAPIND,,274,6.89,,,,012,E,6/25/19
4034,1.3,,4033,,,,,,012,E,6/25/19
4035,35.7,BURSIM,,282,6.91,,,,012,E,6/25/19
4036,7,LONMIN,,294,8.28,Lonchocarpus sp 2,,,012,E,6/25/19
4037,1.9,LUECAN,,294,7.3,Luehea sp,,,012,E,6/25/19
4038,9.4,LONMIN,,276,8.07,Lonchocarpus sp 2,,,012,E,6/25/19
