Plot,Line,Tag,DIS,LOC,POM,DTN,DGH,DBH,Morpho,Main Stem,Notes
SW,3,1533,3.1,R,,,1,,,,"*DAY THAT WE ""TRIPLE-CHECKED"""
SW,3,1533,10.2,R,,,1.7,,,,
SW,3,1535,0.2,L,,,1,,,,
SW,3,1539,0.8,LL,,,1,,,,
SW,3,1541,12,R,,,1.1,,,,
SW,3,1542,3.2,R,,,1,,,,
SW,3,1543,12.8,L,,,1,,,,
SW,3,1544,12.8,L,,,1,,,,
SW,3,1545,12.2,LL,,,1.4,,,,
SW,3,1546,7.6,L,,,1.2,,,,
SW,3,1547,13.4,L,,,1,,,,
SW,3,1548,12.8,LL,,,1.1,,,,
SW,3,1549,13.3,RR,,,1.1,,,,
SW,3,1550,16.5,L,,,1,,,,
SW,3,1551,16,L,,,1,,,,
SW,3,1552,16.3,L,,,1.2,,,,
SW,3,1553,16.6,C,,,1,,,,
SW,3,1554,16.3,L,,,,2.1,,STEM OF 1309,
SW,3,1555,20.3,C,,,1,,,,
SW,3,1556,16.3,L,,,,1.3,,STEM OF 1309,
SW,3,1557,18.2,L,,,,1.1,,STEM OF 1316,
SW,3,1558,25,C,,,1,,,,
SW,3,1559,22.5,L,,,1.2,,,,
SW,3,1560,29,R,,,1.2,,,,
SW,3,1561,30.3,R,,,,1,,STEM OF 1348,
SW,3,1563,30,R,,,1,,,,
SW,3,1562,30,R,,,1,,,,
SW,3,1564,32.8,R,,,1,,,,
SW,3,1565,34,R,,,1,,,,
SW,3,1567,40,RR,,,1,,,STEM OF 1374,
SW,3,1569,30.1,RR,,,1,,,,
SW,3,1568,30.4,R,,,1.5,,,,
SW,3,1566,30.7,R,,,1,,,,
SW,3,1570,31,R,,,1.4,,,,
SW,3,1370,41.2,R,,,,1.4,,,
SW,3,1354,54.2,RR,,,1.1,,,,
SW,3,1571,57.4,C,,,1,,,,
SW,4,1572,4,L,,,,1.2,LIANA,STEM OF 1393,
SW,4,1573,4.2,RR (OUT),,,,1,LIANA,,TAG OUTSIDE
SW,4,1574,4.7,R,,,,1.3,,,
SW,4,1575,7.6,C,,,1,,,,
SW,4,1576,6.9,R,,,1,,,,
SW,4,1577,10.6,R,,,,1.1,,STEM 1407 1410,
SW,4,1578,10.6,R,,,,2.4,,MAIN 1577,
SW,4,1579,10.9,C,,,1,,,,
SW,4,1581,14.2,LL,,,1,,,,
SW,4,1580,23.3,R,,,1,,,,
SW,4,1582,24.5,RR,,,,1.5,,STEM OF 1453,OUT OF PLOT
SW,4,1583,29,L,,,1,,,,
SW,4,1584,34.1,C,,,1,,,,
SW,4,1585,35.6,L,,,,1.4,,STEM OF 1512,
SW,4,1586,35.6,L,,,,1.1,,STEM OF 1512,
SW,4,1587,35.8,L,,,1,,,,
SW,4,1588,36.5,C,,,1,,,,
SW,4,1589,36.8,L,,,1.1,,,,
SW,4,1590,37.6,L,,,1,,,,
SW,4,1591,37.3,RR,,,1,,,,
SW,4,1592,38.5,RR,,,1.1,,,,
SW,4,1593,38.3,RR,,,,1.2,,,
SW,4,1594,40.3,L,,,1.1,,,,
SW,4,1595,41.2,R,,,1,,,,
SW,4,1596,41.7,L,,,1,,,,
SW,4,1597,42.2,C,,,,1.5,,,
SW,4,1598,42.3,LL,,,1,,,,
SW,4,1599,45,RR,,,1.5,,,,
SW,4,1600,45.1,C,,,2,,,MAIN STEM,
SW,4,1601,46.1,L,,,1,,,STEM (1600),
SW,4,1602,47.3,L,,,,5,LIANA,MAIN STEM,
SW,4,1603,45.4,C,,,,1.5,LIANA,,
SW,4,1604,47.3,L,,,,1,LIANA,STEM (1602),
SW,4,1605,46.5,C,,,,1.5,,,
SW,4,1606,46.6,RR,,,1.2,,,,
SW,4,1608,49.2,RR,,,1,,,,
SW,4,1607,48.2,L,,,1.1,,,,
SW,4,1609,49,RR,,,1,,,,
SW,4,1610,49,RR,,,1.3,,,,
SW,4,1611,47.2,L,,,,1.5,,STEM OF 1602,
SW,4,1613,49.3,C,,,1,,,,
SW,4,1612,48.9,C,,,,1.5,,STEM OF 1602,
SW,4,1614,47,L,,,,1.1,LIANA,,
SW,4,1615,50,R,,,1,,,,
SW,4,1616,50.1,R,,,1.4,,,,
SW,4,1617,50.1,C,,,1.5,,,,
SW,4,1618,50,L,,,,26,,,
SW,4,1619,50,,,,1,,,,
SW,5,1620,1.5,R,,,,2.9,LIANA,,
SW,5,1621,2.6,R,,,,5.4,,,
SW,5,1623,2.1,RR,,,,4,LIANA,,1622 UNUSED OR MISSING TAG
SW,5,1624,4.3,C,,,,2.3,,,
SW,5,1627,2.6,C,,,2.9,,,,
SW,5,1625,3.4,L,,,1.1,,LIANA,,
SW,5,1626,4.8,R,,,2,,LIANA,,
SW,5,1629,6,C,,,1.6,,,,
SW,5,1630,7.4,R,,,1.8,,,,
SW,5,1631,7.6,L,,,1.4,,,,
SW,5,1632,8.1,C,,,1,,,,
SW,5,1633,8.6,LL,,,1.2,,,,
SW,5,1635,9.4,L,,,2.8,,BONELLIA,,
SW,5,1634,10.3,L,,,18.4,,BROMELIACEAE,,
SW,5,1634,12,R,,,1.4,,,,
SW,5,1637,14.5,L,,,,37,,,
SW,5,1638,13.6,C,,,1.2,,,,
SW,5,1639,13.6,L,,,1.2,,LIANA,,
SW,5,1640,12.5,RR,,,1.9,,CAPPARIS,,
SW,5,1641,14.9,R,,,1.7,,LIANA,,
SW,5,1622,14.9,R,,,1.3,,LIANA,,
SW,5,1628,15.4,R,,,2.3,,,,
SW,5,1642,16.1,C,,,,7,LIANA,,
SW,5,1643,16.2,R,,,7,,LIANA,,
SW,5,1644,16.6,C,,,,4,LIANA,,
SW,5,1645,16.5,L,,,,4.8,LIANA,,
SW,5,1646,16.5,L,,,,11.6,,,
SW,5,1647,17.2,L,,,1,,,,
SW,5,1648,17.9,C,,,1.2,,,,
SW,5,1649,18,RR,,,,9.8,,,
SW,5,1650,18.5,R,,,1.4,,,,
SW,5,1651,19.4,C,,,1.5,,LIANA,,
SW,5,1652,19.7,L,,,,22.3,,,
SW,5,1654,19.6,R,,,1.3,,,,
SW,5,1653,20.7,R,,,,3.4,LIANA,,
SW,5,1655,21.2,C,,,1.1,,,,
SW,5,1656,21.7,C,,,1.1,,,,
SW,5,1657,21.3,L,,,1,,LIANA,,
SW,5,1658,22.2,LL,,,,2.2,,,
SW,5,1659,20,L,,,1.1,,,,
SW,5,1660,19.9,LL,,,1.9,,,,
SW,5,1661,22,R,,,1.1,,,,
SW,5,1662,22.7,R,,,1.4,,,,
SW,5,1663,22.1,R,,,1.1,,,,
SW,5,1664,23.1,L,,,1.1,,,,
SW,5,1665,23.7,R,,,1.2,,,,
SW,5,1666,24.6,RR,,,1.3,,,,
SW,5,1667,25.8,C,,,,4.8,,STEM OF 1667,
SW,5,1668,25.8,C,,,,1,,STEM OF 1669,
SW,5,1669,25.8,C,,,,1.6,LIANA,,
SW,5,1670,25.8,C,,,,1.4,LIANA,,
SW,5,1671,25.8,C,,,,1.5,,,
SW,5,1672,26.3,R,,,,1,,,
SW,5,1673,27.1,RR,,,,1.1,,,
SW,5,1674,27.1,C,,,1.3,,,,
SW,5,1675,27.1,L,,,1.5,,,,
SW,5,1676,28.6,L,,,,1.8,,,
SW,5,1677,28.7,R,,,1.6,,,,
SW,5,1678,28.9,RR,,,1.5,,,,
SW,5,1679,30.4,C,,,,1.3,,,
SW,5,1680,32,L,,,,2.2,,,
SW,5,1681,32,L,,,,1.2,,STEM OF 1680,
SW,5,1682,31.2,R,,,1.1,,LIANA,,
SW,5,1683,31.2,R,,,,4,,MAIN STEM,
SW,5,1684,31.2,R,,,,2.4,,,
SW,5,1685,31.2,R,,,,2.7,,,
SW,5,1696,32.3,C,,,,2.5,,STEM OF 1695,
SW,5,1695,32.3,C,,,,2.5,,STEM OF 1696,
SW,5,1686,32.7,RR,,,,1.4,,STEM OF 1687,
SW,5,1687,32.7,RR,,,,2.2,,STEM OF 1686,
SW,5,1688,33.6,C,,,1,,,,
SW,5,1689,35,L,,,1,,,,
SW,5,1690,35,L,,,1.3,,,,
SW,5,1691,35.5,C,,,,1.2,,,
SW,5,1692,37.7,C,,,1.1,,,,
SW,5,1693,37.7,L,,,1.1,,,,
SW,5,1694,38,C,,,,79.5,MANILKARA CHICLE,,
SW,5,1698,39.5,LL,,,,27.2,BURSERA SIMARUBA,,
SW,5,1699,41.3,RR,1.4,,,16.9,,,LIANA ON STEM
SW,5,1700,41.3,L,,,,1.8,LIANA,,
SW,5,1901,42.5,R,,,,2.6,,,
SW,5,1697,43.9,LL,,,,1.6,,MAIN STEM,
SW,5,1902,44.5,R,,,,4.1,,,
SW,5,1903,45.5,L,,,,1.3,,,
SW,5,1904,45.8,LL,,,,5.4,,,
SW,5,1905,47,R,,,2.1,,,,
SW,5,1906,46.3,L,,,1,,,,
SW,5,1907,48.6,LL,,,,1.8,,,
SW,5,1908,48.6,LL,,,,1.7,,STEM OF 1907,
SW,5,1909,48.6,LL,,,,1.5,,STEM OF 1907,
SW,5,1910,48.4,R,,,1.9,,,,
SW,5,1911,48.4,R,,,,7.9,,,
SW,5,1912,48.6,R,,,1,,,,
SW,5,1913,48.6,R,,,1.1,,,,
SW,5,1914,48.8,LL,,,1.1,,,,
SW,5,1915,50+,C,,,,3.1,,,
SW,5,1916,50+,C,,,,3,,,
SW,5,1917,50+,R,,,1.2,,LIANA,,
SW,5,1918,50+,L,,,1,,LIANA,,
SW,6,1919,0,L,,,1,,LIANA,,
SW,6,1920,0,L,,,,14.8,,,
SW,6,1921,0,C,,,1.1,,,,
SW,6,1922,0.5,R,,,2,,,,
SW,6,1924,0.9,RR,,,,16.5,,,
SW,6,1923,0.9,RR,,,1,,,,
SW,6,1925,1,RR,,,1.2,,LIANA,,
SW,6,1926,1,LL,,,,1.3,,,
SW,6,1927,1,R,,,1,,,,
SW,6,1928,1,RR,,,1.5,,,,
SW,6,1929,2.7,C,,,1.1,,,,
SW,6,1930,4.7,C,,,1.2,,,,
SW,6,1931,4.7,L,,,,1.7,LIANA,,
SW,6,1932,4.9,C,,,,13.5,,MAIN STEM,
SW,6,1933,4.9,C,,,1.4,,LIANA,STEM 2 (1932),
SW,6,1934,4.9,C,,,,3.1,,,
SW,6,1935,6.2,L,,,,2.5,LIANA,,
SW,6,1936,6.2,L,,,1.4,,,,
SW,6,1937,8,RR,,,1,,,,
SW,6,1938,8,RR,,,1.2,,,,
SW,6,1940,8,R,,,1.2,,,,
SW,6,1941,9.3,C,,,1.4,,,,
SW,6,1939,10,L,,,1,,,,
SW,6,1943,11,R,,,,3.7,,MAIN STEM,
SW,6,1944,11,R,,,,3.1,,STEM 2 1943,
SW,6,1945,11,R,,,,2.4,,STEM 3 1943,
SW,6,1946,11,C,,,,1.4,,STEM 4 1943,
SW,6,1947,13.3,LL,,,,1.1,,,
SW,6,1942,13.3,LL,,,1.1,,,,
SW,6,1948,14.5,R,,,,1.5,LIANA,,
SW,6,1949,15.2,R,,,,6.4,,,
SW,6,1950,16.5,R,,,1.8,,,,
SW,6,1951,16.8,L,,,1,,,,
SW,6,1952,18.4,L,,,,2.4,,,
SW,6,1954,19.6,L,,,,1.6,LIANA,,
SW,6,1955,21.4,L,,,,3.5,,,
SW,6,1956,18,R,,,1.2,,,,
SW,6,1958,22.2,L,,,,5.9,,,
SW,6,1957,22.2,L,,,,1.1,LIANA,,
SW,6,1959,22.3,C,,,,1.1,,,
SW,6,1960,21.4,C,,,1,,,,
SW,6,1961,22.8,C,,,1,,,,
SW,6,1963,22.6,L,,,1,,,,
SW,6,1964,23.4,L,,,,5.2,,MAIN STEM,
SW,6,1965,23.4,L,,,,2.1,,STEM OF 1964,
SW,6,1953,25,R,,,,1.1,,,
SW,6,1966,25,L,,,1.4,,,,
SW,6,1967,25.4,L,,,,1.5,,,
SW,6,1968,25.4,L,,,,1.2,,,
SW,6,1970,25.4,R,,,,1.3,,,
SW,6,1969,25.5,C,,,,1,,,
SW,6,1971,26.7,R,,,1.4,,,,
SW,6,1972,26.3,L,,,,1.9,,,
SW,6,1973,27.3,C,,,1.3,,,,
SW,6,1974,27.8,R,,,,10.8,,,
SW,6,1975,28.4,C,,,,4,,,
SW,6,1978,28.8,LL,,,,19.8,,STEM of 1978,
SW,6,1977,28.8,LL,,,,27.8,,MAIN STEM,
SW,6,1979,28.8,C,,,,6.2,,,
SW,6,1980,29.7,RR,,,,2.1,,MAIN STEM,
SW,6,1981,29.7,RR,,,,2.2,,,
SW,6,1983,29.7,RR,,,,1.3,LIANA,STEM OF 1980,
SW,6,1976,30,R,,,,1.8,LIANA,,
SW,6,1982,30.4,RR,,,,1.6,LIANA,,
SW,6,1984,29.7,C,,,,1.9,LIANA,,
SW,6,1985,30.3,C,,,,1.2,LIANA,,
SW,6,1986,29.9,C,,,,1.3,LIANA,,
SW,6,1987,31.2,C,,,1.2,,,,
SW,6,1988,31.8,C,,,1.5,,,,
SW,6,1989,32.1,C,,,1.4,,,,
SW,6,1990,32,L,,,1,,,,
SW,6,1991,32.6,L,,,,1.7,,,
SW,6,1992,32.6,L,,,,1.7,,,
SW,6,1993,32.6,L,,,1.7,,,,
SW,6,1994,32.6,L,,,,1.7,,,
SW,6,1995,32.6,L,,,,1,,,
SW,6,1996,32.6,L,,,,1,,,
SW,6,1997,32.6,L,,,,1,,,
SW,6,1998,32.6,L,,,,1.4,,,
SW,6,1999,32.6,L,,,,1.7,,,
SW,6,2000,32.6,L,,,,1.5,,,
SW,6,2101,32,C,,,1.1,,,,
SW,6,2102,31,,,,,1.1,,,
SW,6,2103,34,,,,2.4,,,,
SW,6,2104,34.3,,,,,3,,MAIN STEM,
SW,6,2105,34.3,,,,,1.2,,STEM OF 2104,
SW,6,2106,35.7,,,,,5.2,LIANA,,
SW,6,2109,36.9,,,,,3.3,,,
SW,6,2107,36.6,,,,,6.3,,,
SW,6,2108,36.9,,,,,1.2,,,
SW,6,2110,37.5,,20 M ,,,54.5,ASTRONIUM GRAVEOLENS,,
SW,6,2202,32.7,C,,,1.3,,,,
SW,6,2201,36.2,R,,,1,,,,
SW,6,2203,34.4,R,,,1.1,,,,
SW,6,2204,37.8,LL,,,,2.4,LIANA,,
SW,6,2205,38.7,L,,,,26.2,,,
SW,6,2206,39,C,,,,5.2,,STEM OF 2206,
SW,6,2209,39.4,L,,,,1.4,LIANA,,
SW,6,2207,40,L,,,,2,,STEM OF 2206,
SW,6,2208,40,L,,,,2.7,,STEM OF 2206,
SW,6,2210,40,L,,,,1.7,LIANA,,
SW,6,2211,41,L,,,1.3,,,,
SW,6,2212,41.1,C,,,1.1,,,,
SW,6,2213,40,C,,,1.6,,,,
SW,6,2215,39.2,C,,,1.1,,LIANA,,
SW,6,2214,40.4,C,,,1.1,,,,
SW,6,2216,39,C,,,1,,,,
SW,6,2217,42,L,,,1,,,,
SW,6,2218,42.8,LL,,,1,,,,
SW,6,2219,42.9,C,,,1,,,,
SW,6,2220,43,L,,,,1.5,,MAIN STEM,
SW,6,2221,43,C,,,,1,,STEM OF 2220,
SW,6,2222,43.6,L,,,,10.5,,,
SW,6,2223,42.8,C,,,1.4,,,,
SW,6,2224,43.3,C,,,1.3,,,,
SW,6,2226,43,R,,,1.4,,,,
SW,6,2225,43,C,,,,1.3,LIANA,,
SW,6,2227,45.2,C,,,1.8,,,,
SW,6,2229,43.4,R,,,,3.8,,STEM OF 2231,
SW,6,2228,45.2,LL,,,1,,,,
SW,6,2230,45.7,C,,,1,,,,
SW,6,2231,43.4,R,,,,11.9,RUBIACEAE,MAIN STEM,
SW,6,2232,47.2,L,,,,3.9,,,
SW,6,2233,47,L,,,1.5,,,,
SW,6,2234,47.3,L,,,1,,,,
SW,6,2235,44.9,C,,,1.2,,,,
SW,6,2236,48,C,,,1,,,STEM OF 2236,
SW,6,2237,48,C,,,1,,,STEM OF 2236,
SW,6,2239,45.2,R,,,1,,LIANA BIGNONIACEAE,,
SW,6,2238,48.9,L,,,1.6,,,,
SW,6,2240,46.3,C,,,,2.5,,,
SW,6,2242,47,,,,1.2,,,,
SW,6,2241,49,C,,,1,,,,
SW,6,2243,49.3,C,,,1.4,,,,
SW,6,2244,49.8,L,,,1.8,,,,
SW,6,2245,49.8,L,,,1.1,,,,
SW,6,2246,49.8,C,,,1.6,,,,
SW,6,2247,50+,C,,,1.2,,,,DENDROMETER FINISH
SW,6,2248,50+,C,,,1.3,,,,BEFORE STAKE
SW,6,2249,50+,C,,,1.5,,,,
SW,6,2250,50+,C,,,1,,,,
SW,6,2251,46.3,R,,,,1.1,LIANA,,
SW,6,2252,41.3,R,,,1.4,,,,
SW,6,2253,13.2,C,,,,1.1,,STEM OF 1943,
SW,6,2254,13.2,C,,,,1,,STEM OF 1943,
SW,6,2256,4.3,L,,,1,,,,
SW,6,2255,2.6,R,,,1.1,,,,
SW,6,2257,3.6,LL,,,1.4,,,,
SW,6,2258,43.9,LL,,,,1.2,,STEM OF 1697,
SW,6,2259,41.3,RR,,,,1.9,LIANA,,
SW,6,2260,41,C,,,2.3,,,,
SW,6,2261,37.8,LL,,,1,,,,
SW,6,2262,35.5,L,,,,1,,STEM OF 1691,
SW,6,2263,28.7,C,,,1,,LIANA,,
SW,6,2264,18,RR,,,,1.2,LIANA,,1649 HOST TREE
SW,6,2265,18.2,R,,,,1.3,LIANA,,1649 HOST TREE
SW,6,2266,18.1,R,,,1.1,,,,
SW,6,2267,4.5,R,,,1.2,,,,
SW,6,2268,1.8,R,,,1.2,,,,
SW,1,2269,0.01,R,,,1.1,,,,DOUBLE CHECKING LINE ONE PLOT ONE
SW,1,2270,0.01,R,,,1.9,,,,
SW,1,2271,0.02,RR,,,1,,,,
SW,1,2272,10.3,RR,,,1,,,,
SW,1,2273,11,RR,,,1.4,,,,
SW,1,2275,5,RR,,,,1.8,,,
SW,1,2274,13.2,RR,,,,14.4,,,
SW,1,2276,13.2,LL,,,1.1,,,,
SW,1,2277,12.2,LL,,,1,,,,
SW,1,2278,16.9,L,,,1,,,,
SW,1,2279,23.5,LL,,,1.5,,,,
SW,1,2280,43.9,LL,,,,1.6,,,
SW,2,2281,3,RR,,,1,,,,
SW,2,2282,4.7,R,,,1,,,,
SW,2,2283,6.1,LL,,,1.3,,,,
SW,2,2284,13.1,LL,,,1,,,,
SW,2,2285,13.1,LL,,,1,,,,
SW,2,2286,18.7,R,,,,1,,STEM OF 1099,
SW,2,2287,18.7,LL,,,1.6,,LIANA,,
SW,2,2288,19.7,LL,,,1.1,,LIANA,,
SW,2,2289,19.3,C,,,,2.7,LIANA BIGNONIACEAE,,
SW,2,2290,21.8,L,,,1.2,,,,
SW,2,2291,28.5,L,,,,4.2,,,
SW,2,2292,29,LL,,,,2.6,THORNY PALM,MAIN STEM,
SW,2,2293,29,LL,,,,1.3,THORNY PALM,STEM OF 2292,
SW,2,2294,28.5,L,,,,24,THORNY PALM,STEM OF 2292,
SW,2,2295,30,,,,,1.7,THORNY PALM,STEM OF 2292,
SW,2,2296,28.5,,,,,2.2,THORNY PALM,STEM OF 2292,
SW,2,2297,24.9,,,,,2.2,THORNY PALM,STEM OF 2292,CLOSE TO 1117
SW,2,2298,30,,,,,2.6,THORNY PALM,STEM OF 2292,
SW,2,2300,24.9,,,,,2.3,THORNY PALM,STEM OF 2292,
SW,2,2299,31.5,R,,,,2.6,THORNY PALM,STEM OF 2292,
SW,2,2302,31.5,R,,,,2.3,THORNY PALM,STEM OF 2292,
SW,2,2301,33.5,R,,,,2.2,THORNY PALM,STEM OF 2292,
SW,2,2303,39.4,LL,,,1.4,,THORNY PALM,STEM OF 2292,
SW,2,2304,39.4,LL,,,,1,THORNY PALM,STEM OF 2292,
SW,2,2305,41.4,C,,,1.8,,THORNY PALM,STEM OF 2292,
SW,2,2306,43.7,C,,,1.4,,THORNY PALM,STEM OF 2292,
SW,2,2307,49,C,,,,2,,,
SW,2,2308,47.3,C,,,1.4,,,,
SW,2,2309,49,LL,,,1.5,,,,
SW,2,2310,47.3,C,,,1.7,,,,
SW,9,2313,0.7,RR,,,1.5,,,,
SW,9,2312,1.5,LL,,,1.1,,LIANA,,
SW,9,2311,0.7,R,,,3,,,,
SW,9,2315,1.7,L,,,1.3,,,,
SW,9,2316,2.4,L,,,,1.2,LIANA,,ROUREA
SW,9,2314,2.8,RR,,,,1.1,LIANA,,
SW,9,2317,2.9,RR,,,,1.4,LIANA,,
SW,9,2318,3,C,,,,2.3,,MAIN STEM,
SW,9,2319,3,C,,,,1.6,,STEM OF 2319,
SW,9,2320,3,C,,,,6.4,,STEM OF 2319,
SW,9,2321,3.5,C,,,1.7,,RANDIA,,
SW,9,2322,2.3,RR,,,1,,,,
SW,9,2323,4.9,C,,,1,,,,
SW,9,2324,5.1,R,,,1,,,,
SW,9,2325,5.4,R,,,,2.3,SIMAROUBA,,
SW,9,2326,5.9,R,,,1.2,,,,
SW,9,2327,5.5,L,,,1,,,,
SW,9,2330,5.4,L,,,,2,,,
SW,9,2328,6,C,,,1.2,,,,
SW,9,2331,8.1,LL,,,1.7,,,,
SW,9,2332,8.9,RR,,,,3,,,
SW,9,2333,8.8,LL,,,1.4,,,,
SW,9,2329,9.5,C,,,1.3,,,,
SW,9,2334,9.8,RR,,,,1,OUTSIDE,,
SW,9,2335,10.3,RR,,,,1.1,,,
SW,9,2336,10.3,RR,,,,3.2,,,
SW,9,2337,10.3,RR,,,1.1,,,,
SW,9,2338,11.3,LL,,,,1.2,,,
SW,9,2339,10.6,LL,,,,1.4,,MAIN STEM,
SW,9,2340,11.9,C,,,1.1,,,,
SW,9,2342,10.6,LL,,,,1.3,,STEM OF 2339,
SW,9,2343,11.8,RR,,,1.2,,,,
SW,9,2344,12.8,C,,,1.1,,,,
SW,9,2341,11.1,L,,,1.1,,,,
SW,9,2345,12.1,L,,,1,,,,
SW,9,2346,11.8,R,,,1.1,,,,
SW,9,2347,13.4,RR,,,1.6,,,,
SW,9,2348,13.5,RR,,,1.7,,,,
SW,9,2349,14.2,LL,,,,1.2,LIANA ON MAIN,STEM OF 2351,
SW,9,2350,14.3,R,,,1,,,,
SW,9,2351,14.2,LL,,,1.2,,,MAIN STEM,
SW,9,2352,15,R,,,1,,,,
SW,9,2353,14.3,L,,,2,,,,
SW,9,2355,14.7,LL,,,2.2,,,,
SW,9,2354,16.1,R,,,1.1,,,,
SW,9,2356,17.4,R,,,1.4,,,,
SW,9,2357,17.3,L,,,1.8,,,,
SW,9,2358,17.3,C,,,1,,,,
SW,9,2359,17.4,L,,,3,,,,
SW,9,2360,18,R,,,1.2,,,,
SW,9,2361,18.2,R,,,1,,,,
SW,9,2362,19.3,L,,,1.1,,,,
SW,9,2363,19.3,C,,,1,,,,
SW,9,2364,19.5,L,,,2.4,,,,
SW,9,2365,20.4,L,,,2.8,,,,
SW,9,2366,20.5,L,,,1,,,,
SW,9,2367,22.4,C,,,,1.6,,,
SW,9,2368,22.4,C,,,,1.3,,,
SW,9,2369,21.7,LL,,,1.4,,,,
SW,9,2370,22.4,C,,,,1.1,,,
SW,9,2371,21.6,LL,,,1.4,,,,
SW,9,2372,22.4,C,,,,1,,,
SW,9,2373,23.4,C,,,1.1,,,,
SW,9,2374,23.1,C,,,1.8,,,,
SW,9,2375,24.7,L,,,1.2,,,,
SW,9,2376,25.4,L,,,1.1,,,,
SW,9,2377,26.2,L,,,1.4,,,,
SW,9,2378,27,R,,,1.4,,,,
SW,9,2379,26,C,,,1.6,,,,
SW,9,2388,26,R,,,1.1,,,,
SW,9,2381,26.4,C,,,1.2,,,,
SW,9,2383,27.2,LL,,,,1.1,,,
SW,9,2384,27.6,L,,,,1.2,,,
SW,9,2382,27.1,C,,,1.3,,,,
SW,9,2385,28,L,,,2,,MALPHIGIACEAE,,
SW,9,2386,29.9,L,,,1.7,,,,
SW,9,2387,29,R,,,1,,SAPINDACEAE,,
SW,9,2389,29.7,L,,,1,,,,
SW,9,2388,30.5,RR,,,1.4,,,,
SW,9,2390,31.5,C,,,1,,,,
SW,9,2391,31.5,C,,,1.5,,,,
SW,9,2394,32,L,,,,19.8,,,
SW,9,2392,32.2,R,,,1.1,,,,
SW,9,2393,32.7,L,,,1.2,,,,
SW,9,2395,32.7,RR,,,1,,,,
SW,9,2396,32.9,C,,,1,,,,
SW,9,2397,34,R,,,1.1,,,,
SW,9,2398,35.4,R,,,1,,,,
SW,9,2399,35.2,L,,,1.1,,,,
SW,9,2400,35.5,LL,,,1,,MALPHIGIACEAE,,
SW,9,2401,36.7,R,,,1.3,,,,
SW,9,2402,37.2,R,,,1.1,,,,
SW,9,2403,36,L,,,1.5,,,,
SW,9,2404,36.6,L,,,1.6,,,,
SW,9,2405,36.7,L,,,1.5,,,,
SW,9,2407,35.7,C,,,1.2,,MALPHIGIACEAE,,
SW,9,2406,37.1,LL,,,1.5,,,,
SW,9,2408,36.8,LL,,,,2.4,,,
SW,9,2409,36.2,LL,,,1.3,,,,
SW,9,2410,37.8,C,,,1,,,,
SW,9,2411,38.3,RR,,,3.4,,,,
SW,9,2413,36.8,LL,,,1.3,,ON 2408,,
SW,9,2412,38.2,C,,,4.3,,,,
SW,9,2414,39.5,LL,,,,1.2,,,
SW,9,2415,39,C,,,1.5,,,,
SW,9,2417,39.9,C,,,,2.4,,,
SW,9,2416,39.3,L,,,2.3,,,,
SW,9,2418,39.3,L,,,1.1,,,,
SW,9,2420,39.2,RR,,,1.2,,,,
SW,9,2419,40.3,L,,,1.3,,,,
SW,9,2421,40.3,L,,,1.9,,,,
SW,9,2423,40.3,L,,,1.6,,,,
SW,9,2422,41.2,L,,,1,,,,
SW,9,2424,41.3,LL,,,1,,,,
SW,9,2425,40.1,RR,,,1.6,,,,
SW,9,2426,51,C,,,,4.4,,,
SW,9,2427,51,L,,,1.1,,,,
SW,9,2428,51.2,R,,,1.4,,TERMITE BASE,,
SW,9,2429,51.8,C,,,1,,,,
SW,9,2430,52.9,C,,,1.4,,,,
SW,9,2431,52.3,C,,,,2.9,,,
SW,9,2432,52.3,C,,,,13.4,OFFSET 52 DISK,,
SW,10,2433,63.1,C,,,1,,,,
SW,10,2434,53.8,C,,,1.6,,,,
SW,10,2435,54.6,C,,,,2.1,,,
SW,10,2436,54.6,C,,,,2.7,,MAIN STEM,
SW,10,2437,54.6,C,,,,2.3,,STEM OF 2436,
SW,10,2438,53.5,C,,,1,,,,
SW,10,2435,54.9,C,,,1,,,,
SW,10,2440,56.8,C,,,,1.5,,,
SW,10,2441,57.3,LL,,,1.1,,,,
SW,10,2442,57.7,R,,,1.1,,,,
SW,10,2443,55.4,L,,,1,,,,
SW,10,2444,57,RR,,,1,,,,
SW,10,2445,58.4,RR,,,,27.4,,,
SW,10,2446,58.2,RR,,,,2.7,,,
SW,10,2447,59.4,R,,,,2.9,,,
SW,10,2448,58.7,R,,,,3.6,,,
SW,10,2449,59.4,L,,,2,,,,
SW,10,2450,59.7,LL,,,1,,,,
SW,10,2451,60,C,,,,7.6,,,
SW,10,2452,10,C,,,,3.2,,,
SW,10,2453,59.8,R,,,2.6,,,,
SW,10,2454,61.9,L,,,1.3,,,,
SW,10,2455,63.6,R,,,1.6,,,,
SW,10,2456,63.8,R,,,1,,,,
SW,10,2457,63.6,LL,,,1.1,,,,
SW,10,2458,63.7,LL,,,1.1,,,,
SW,10,2459,64,RR,,,,3.5,,,
SW,10,2460,64.8,C,,,,3.5,,MAIN STEM,
SW,10,2461,64.8,C,,,,1,,STEM OF 2460,
SW,10,2462,64.8,C,,,,1.1,,STEM OF 2460,
SW,10,2463,64.9,R,,,1,,,,
SW,10,2464,66.6,R,,,,5.3,,MAIN STEM,
SW,10,2465,66.5,C,,,,2.4,,STEM OF 2464,
SW,10,2466,66.3,LL,,,1.4,,,,
SW,10,2467,66.4,L,,,1.1,,,,
