ID,DBH,SPP,MAIN,DEG,DIST,NOTES,NAIL,MS,PLOT,TRI,DATE
7818,2.20,,7809,,,,,,125,N,7/17/19
7819,2.50,,7809,,,,,,125,N,7/17/19
7820,5.60,ALBEDU,,202.00,5.98,,,,125,N,7/17/19
7821,4.00,,7820,,,,,,125,N,7/17/19
7822,3.00,,7820,,,,,,125,N,7/17/19
7823,1.90,,7820,,,,,,125,N,7/17/19
7824,2.20,,7820,,,,,,125,N,7/17/19
7825,2.10,,7820,,,,,,125,N,7/17/19
7826,3.00,,7820,,,,,,125,N,7/17/19
7827,2.10,,7820,,,,,,125,N,7/17/19
7828,3.80,,7820,,,,,,125,N,7/17/19
7829,13.90,BURSIM,,206.00,5.25,,,,125,N,7/17/19
7830,1.70,ACACOL,,174.00,3.40,,,,125,N,7/17/19
7831,31.90,CALCAN,,168.00,2.57,,,,125,N,7/17/19
7832,3.50,,7831,,,,,,125,N,7/17/19
7833,1.80,CAPIND,,140.00,4.27,,,,125,N,7/17/19
7834,1.50,,7833,,,,,,125,N,7/17/19
7835,1.40,,7833,,,,,,125,N,7/17/19
7836,1.60,ALBEDU,,152.00,5.25,,,,125,N,7/17/19
7837,1.40,LONMIN,,150.00,5.28,,,,125,N,7/17/19
7838,1.90,DIONIC,,152.00,5.25,,,,125,N,7/17/19
7839,1.10,SEMMEX,,134.00,5.92,,,,125,N,7/17/19
7840,11.00,BURSIM,,136.00,7.35,,,,125,N,7/17/19
7841,4.50,RANMON,,140.00,7.43,,,,125,N,7/17/19
7842,4.00,RANMON,,146.00,7.15,,,,125,N,7/17/19
7843,4.40,,7842,,,,,,125,N,7/17/19
7844,10.10,MACBIO,,142.00,7.94,,,,125,N,7/17/19
7845,29.10,BURSIM,,152.00,7.19,,17,,125,N,7/17/19
7846,1.90,XYLSEE,,152.00,7.19,,,,125,N,7/17/19
7847,1.50,ALLOCC,,142.00,8.50,,,,125,N,7/17/19
7848,1.20,,7848,,,,,,125,N,7/17/19
7849,3.20,CAPIND,,134.00,8.82,,,,125,N,7/17/19
7850,1.20,,7849,,,,,,125,N,7/17/19
7851,1.90,,7849,,,,,,125,N,7/17/19
7852,5.00,SERSCH,,140.00,10.86,Pyramid liana,,,125,N,7/17/19
7853,7.80,CYDHET,,134.00,10.90,Speckled liana,,,125,N,7/17/19
7854,2.20,XYLSEE,,164.00,7.48,,,,125,N,7/17/19
7855,2.80,ALBEDU,,164.00,5.98,,,,125,N,7/17/19
7856,3.10,,7855,,,,,,125,N,7/17/19
7857,2.50,,7855,,,,,,125,N,7/17/19
7858,1.60,ACACOL,,178.00,4.91,,,,125,N,7/17/19
7859,2.40,DIONIC,,186.00,6.80,,,,125,N,7/17/19
7860,11.20,BURSIM,,228.00,10.49,"NE:224,13.28",,,125,E,7/17/19
7861,3.80,CASCOR,,236.00,8.54,,,,125,E,7/17/19
7862,3.00,RANTHU,,244.00,8.88,,,,125,E,7/17/19
7863,4.90,CASCOR,,244.00,7.93,,,,125,E,7/17/19
7864,3.10,ACACOL,,246.00,7.44,,,,125,E,7/17/19
7865,5.40,CASCOR,,246.00,7.11,,,,125,E,7/17/19
7866,3.80,SEMMEX,,284.00,6.65,,,,125,E,7/17/19
7867,1.80,,,280.00,6.69,Goblin liana,,,125,E,7/17/19
7868,53.40,GUAULM,,284.00,7.32,,0,,125,E,7/17/19
7869,2.60,,,280.00,6.40,Goblin liana,,,125,E,7/17/19
7870,2.50,,,284.00,6.86,Goblin liana,,,125,E,7/17/19
7871,1.60,PAUCUR,,290.00,7.17,,,,125,E,7/17/19
7872,1.10,PAUCUR,,290.00,7.17,,,,125,E,7/17/19
7873,3.90,ACAFAR,,302.00,6.08,"Acacia thin spines, pole",,,125,E,7/17/19
7874,2.80,ACACOL,,302.00,7.15,,,,125,E,7/17/19
7875,1.70,CASCOR,,304.00,9.21,,,,125,E,7/17/19
7876,1.20,,7875,,,,,,125,E,7/17/19
7877,1.60,,7875,,,,,,125,E,7/17/19
7878,1.90,FORSPI,,310.00,10.17,Dotted liana,,,125,E,7/17/19
7879,1.40,ACACOL,,310.00,7.28,,,,125,E,7/17/19
7880,2.00,ACACOL,,314.00,5.82,,,,125,E,7/17/19
7881,2.10,PSYHOR,,308.00,5.25,Almost karwinskia,,,125,E,7/17/19
7882,16.00,SEMMEX,,328.00,4.71,,,,125,E,7/17/19
7883,12.80,,7782,,,,,,125,E,7/17/19
7884,14.10,,7782,,,,,,125,E,7/17/19
7885,12.90,,7782,,,,,,125,E,7/17/19
7886,1.20,,7782,,,,,,125,E,7/17/19
7887,1.20,ACACOL,,292.00,3.42,,,,125,E,7/17/19
7888,1.00,SEMMEX,,292.00,0.98,,,,125,E,7/17/19
7889,1.90,CAPIND,,224.00,1.50,,,,125,E,7/17/19
7890,1.10,,7889,,,,,,125,E,7/17/19
7891,1.10,ALBEDU,,250.00,4.19,,,,125,E,7/17/19
7892,1.80,ALBEDU,,238.00,4.92,,,,125,E,7/17/19
7893,4.00,ACACOL,,222.00,6.34,,,,125,E,7/17/19
7894,5.20,CASCOR,,242.00,6.65,,,,125,E,7/17/19
7895,1.70,CAPVER,,234.00,7.13,"Fake capparis, voucher",,,125,E,7/17/19
7896,1.40,,7895,,,,,,125,E,7/17/19
7897,31.40,BURSIM,,224.00,7.77,,0,,125,E,7/17/19
7898,5.40,CASCOR,,224.00,10.23,,,,125,E,7/17/19
7899,4.20,ACACOL,,272.00,4.18,,,,125,E,7/17/19
7900,4.10,CASCOR,,274.00,4.75,,,,125,E,7/17/19
7901,1.20,RANTHU,,324.00,11.05,"SE:318,12.71",,,125,S,7/17/19
7902,1.50,CAPVER,,344.00,7.69,Fake capparis,,,125,S,7/17/19
7903,1.20,,7902,,,,,,125,S,7/17/19
7904,1.00,,7902,,,,,,125,S,7/17/19
7905,1.50,ALBEDU,,348.00,6.35,,,,125,S,7/17/19
7906,2.00,ALBEDU,,354.00,7.19,,,,125,S,7/17/19
7907,1.70,,7906,,,,,,125,S,7/17/19
7908,1.80,,7906,,,,,,125,S,7/17/19
7909,2.40,FORSPI,,40.00,10.10,Dotted liana,,,125,S,7/17/19
7910,5.50,MACBIO,,46.00,7.78,,,,125,S,7/17/19
7911,1.10,SEMMEX,,52.00,"5,169.00",,,,125,S,7/17/19
7912,2.80,SEMMEX,,32.00,6.16,,,,125,S,7/17/19
7913,1.40,,7912,,,,,,125,S,7/17/19
7914,1.50,,7912,,,,,,125,S,7/17/19
7915,3.20,COMFAR,,26.00,7.35,Shaggy liana,,,125,S,7/17/19
7916,1.10,,7912,,,,,,125,S,7/17/19
7917,8.90,CAPIND,,58.00,2.19,,,,125,S,7/17/19
7918,7.80,,7917,,,,,,125,S,7/17/19
7919,5.50,,7917,,,,,,125,S,7/17/19
7920,4.90,,7917,,,,,,125,S,7/17/19
7921,1.70,,7917,,,,,,125,S,7/17/19
7922,1.20,ACACOL,,4.00,1.89,,,,125,S,7/17/19
7923,1.00,ACACOL,,22.00,2.55,,,,125,S,7/17/19
7924,1.30,ACACOL,,30.00,3.12,,,,125,S,7/17/19
7925,4.10,ACACOL,,22.00,3.94,,,,125,S,7/17/19
7926,1.50,ACACOL,,358.00,4.03,,,,125,S,7/17/19
7927,1.40,ASTGRA,,12.00,4.85,,,,125,S,7/17/19
16778,1.80,PAUCUR,,46.00,11.14,"SW:40,13.23",,,225,W,8/17/19
16779,1.80,SEMMEX,,40.00,10.75,,,,225,W,8/17/19
16780,2.30,FORSPI,,52.00,7.58,,,,225,W,8/17/19
16781,10.30,LONMIN,,58.00,7.40,,,,225,W,8/17/19
16782,1.30,FORSPI,,46.00,4.51,,,,225,W,8/17/19
16783,4.90,CASCOR,,74.00,8.21,,,,225,W,8/17/19
16784,1.40,PISACU,,78.00,6.76,,,,225,W,8/17/19
16785,10.00,CASCOR,,92.00,7.04,,,,225,W,8/17/19
16786,2.50,CASCOR,,98.00,6.25,,,,225,W,8/17/19
16787,2.40,,16786,,,,,,225,W,8/17/19
16788,17.50,BURSIM,,112.00,6.01,,0,,225,W,8/17/19
16789,3.30,CASCOR,,112.00,6.81,,,,225,W,8/17/19
16790,1.00,RANTHU,,118.00,7.28,,,,225,W,8/17/19
16791,1.50,ACACOL,,136.00,9.37,,,,225,W,8/17/19
16792,4.30,ACACOL,,132.00,7.32,,,,225,W,8/17/19
16793,1.30,ALBEDU,,136.00,5.57,,,,225,W,8/17/19
16794,14.80,SEMMEX,,146.00,3.51,,,,225,W,8/17/19
16795,6.50,,16794,,,,,,225,W,8/17/19
16796,1.00,XYLSEE,,138.00,4.52,,,,225,W,8/17/19
16797,1.20,,16801,,,,,,225,W,8/17/19
16798,2.50,ALBEDU,,132.00,4.69,,,,225,W,8/17/19
16799,2.50,ALBEDU,,126.00,4.36,,,,225,W,8/17/19
16800,1.80,,16799,,,,,,225,W,8/17/19
16801,2.70,ALBEDU,,126.00,4.69,,,,225,W,8/17/19
16802,1.20,,16801,,,,,,225,W,8/17/19
16803,1.20,ACACOL,,272.00,0.98,,,,225,W,8/17/19
16804,1.10,ALBEDU,,126.00,4.32,,,,225,W,8/17/19
16805,2.10,ACACOL,,4.00,2.53,,,,225,W,8/17/19
16806,1.40,ACACOL,,16.00,3.06,,,,225,W,8/17/19
16807,1.80,ACACOL,,60.00,3.66,,,,225,W,8/17/19
16808,8.10,CASCOR,,38.00,8.67,,,,225,W,8/17/19
16809,4.10,,16808,,,,,,225,W,8/17/19
16810,2.00,MARENG,,54.00,3.01,Gummy liana,,,225,W,8/17/19
16811,18.30,SPOMOM,,72.00,4.10,Maybe Cedrela,,,225,W,8/17/19
16812,3.20,FORSPI,,80.00,4.07,,,,225,W,8/17/19
16813,9.80,CAPIND,,74.00,3.99,,,,225,W,8/17/19
16814,8.80,GENAME,,100.00,4.66,,,,225,W,8/17/19
16815,1.10,,16814,,,,,,225,W,8/17/19
16816,3.80,XYLSEE,,158.00,9.71,"NW:144,12.38",,,225,N,8/17/19
16817,3.30,CYDHET,,198.00,8.44,Cydista,,,225,N,8/17/19
16818,1.80,CAPVER,,202.00,8.25,,,,225,N,8/17/19
16819,1.30,DIONIC,,204.00,9.35,,,,225,N,8/17/19
16820,2.20,CAPIND,,210.00,7.19,,,,225,N,8/17/19
16821,2.50,CYDDIV,,210.00,9.25,,,,225,N,8/17/19
16822,2.30,CYDHET,,208.00,10.84,Cydista,,,225,N,8/17/19
16823,2.10,CYDHET,,210.00,10.84,Cydista,,,225,N,8/17/19
16824,2.90,BUNBIO,,218.00,9.16,,,,225,N,8/17/19
16825,1.10,CAPIND,,220.00,9.1,,,,225,N,8/17/19
16826,5.20,ALLOCC,,222.00,10.44,,,,225,N,8/17/19
16827,1.20,,16826,,,,,,225,N,8/17/19
16828,4.70,LONACU,,224.00,11.7,,,,225,N,8/17/19
16829,2.00,SPOPUR,,232.00,11.95,,,,225,N,8/17/19
16830,1.20,BANMUR,,230.00,11.5,,,,225,N,8/17/19
16831,1.40,FORSPI,,230.00,7.15,,,,225,N,8/17/19
16832,1.20,FORSPI,,240.00,6.34,,,,225,N,8/17/19
16833,1.50,CAPIND,,272.00,4.28,,,,225,N,8/17/19
16834,3.30,CYDDIV,,,,Dead please mark mortality,,,225,N,8/17/19
16835,23.70,GENAME,,156.00,5.64,,,,225,N,8/17/19
16836,2.50,ACACOL,,144.00,6.65,,,,225,N,8/17/19
16837,8.10,XYLSEE,,146.00,5.03,,,,225,N,8/17/19
16838,36.50,GUAULM,,154.00,7.84,,0,,225,N,8/17/19
16839,18.70,,16838,,,,,,225,N,8/17/19
16840,3.20,FORSPI,,144.00,8.24,,,,225,N,8/17/19
16841,3.30,4.5,,144.00,8.59,Cydista,,,225,N,8/17/19
16842,1.40,ACACOL,,146.00,8.65,,,,225,N,8/17/19
16843,1.30,CAPIND,,172.00,6.28,,,,225,N,8/17/19
16844,22.10,CALCAN,,204.00,5.55,,,,225,N,8/17/19
16845,3.80,CAPIND,,212.00,4.97,,,,225,N,8/17/19
16846,18.10,TRITRI,,220.00,6.52,,,,225,N,8/17/19
16847,2.50,CYDHET,,222.00,6.76,Cydista,,,225,N,8/17/19
16848,3.80,ACACOL,,264.00,9.87,"NE:232,15.34",,,225,E,8/17/19
16849,3.80,ACACOL,,272.00,9.5,,,,225,E,8/17/19
16850,1.20,CAPIND,,274.00,9.56,,,,225,E,8/17/19
16851,5.40,XYLSEE,,270.00,11.92,,,,225,E,8/17/19
16852,1.00,ACACOL,,278.00,8.76,,,,225,E,8/17/19
16853,1.60,CYDHET,,280.00,10.83,Cydista,,,225,E,8/17/19
16854,1.20,MACUNG,,298.00,13.18,,,,225,E,8/17/19
16855,4.10,SAPPAL,,298.00,13.18,,,,225,E,8/17/19
16856,2.10,MACUNG,,302.00,13.71,,,,225,E,8/17/19
16857,3.50,DIONIC,,300.00,11.58,,,,225,E,8/17/19
16858,2.00,FORSPI,,306.00,11.58,,,,225,E,8/17/19
16859,10.80,SEMMEX,,292.00,8.3,,,,225,E,8/17/19
16860,2.70,,16859,,,,,,225,E,8/17/19
16861,10.30,,16859,,,,,,225,E,8/17/19
16862,3.40,,16859,,,,,,225,E,8/17/19
16863,6.20,CAPIND,,292.00,8.02,,,,225,E,8/17/19
16864,4.20,FORSPI,,286.00,8.23,,,,225,E,8/17/19
16865,13.20,MACBIO,,272.00,2.47,,,,225,E,8/17/19
16866,7.30,,16865,,,,,,225,E,8/17/19
16867,1.80,XYLSEE,,278,2.5,,,,225,E,8/17/19
16868,6.00,RANTHU,,268,3,,,,225,E,8/17/19
16869,1.60,,16868,,,,,,225,E,8/17/19
16870,1.70,ACACOL,,264,2.56,,,,225,E,8/17/19
16871,10.10,CHOSPI,,262,4.2,,,,225,E,8/17/19
16872,4.00,,16871,,,,,,225,E,8/17/19
16873,6.00,,16871,,,,,,225,E,8/17/19
16874,2.50,FORSPI,,274,4.5,,,,225,E,8/17/19
16875,2.60,AMPPAN,,266,5.14,Liana,,,225,E,8/17/19
16876,10.30,ALBADI,,266,5.22,,,,225,E,8/17/19
16877,1.20,CYDHET,,258,4.72,,,,225,E,8/17/19
16878,3.90,XYLSEE,,242,9.84,,,,225,E,8/17/19
16879,6.10,XYLSEE,,252,9.61,,,,225,E,8/17/19
16880,1.90,CYDHET,,256,7.27,Cydista,,,225,E,8/17/19
16881,11.40,MANCHI,,256,8.74,,,,225,E,8/17/19
16882,2.80,XYLSEE,,260,7.67,,,,225,E,8/17/19
16883,2.40,CYDHET,,254,7.4,Cydista,,,225,E,8/17/19
16884,3.70,XYLSEE,,264,7.33,,,,225,E,8/17/19
16885,3.70,LONACU,,268,7.04,,,,225,E,8/17/19
16886,1.10,FORSPI,,266,9.49,,,,225,E,8/17/19
16887,1.40,FORSPI,,262,8.15,,,,225,E,8/17/19
16888,4.50,DIONIC,,320,13.36,"SE:312,15.93",,,225,S,8/17/19
16889,9.50,MACBIO,,328,9.69,,,,225,S,8/17/19
16890,4.40,ASTGRA,,332,10.42,,,,225,S,8/17/19
16891,2.20,ACACOL,,336,8.68,,,,225,S,8/17/19
16892,10.20,ALBADI,,2,8.22,,,,225,S,8/17/19
16893,3.70,SEMMEX,,18,10.11,,,,225,S,8/17/19
16894,2.50,,16893,,,,,,225,S,8/17/19
16895,2.60,SEMMEX,,22,9.39,,,,225,S,8/17/19
16896,2.50,,16895,,,,,,225,S,8/17/19
16897,4.10,ALBEDU,,22,10.39,,,,225,S,8/17/19
16898,2.40,,16897,,,,,,225,S,8/17/19
16899,3.50,ALBEDU,,22,10.63,,,,225,S,8/17/19
16900,2.40,,16899,,,,,,225,S,8/17/19
16902,5.00,CAPIND,,26,9.5,,,,225,S,8/17/19
16903,2.70,,16902,,,,,,225,S,8/17/19
16904,3.00,,16902,,,,,,225,S,8/17/19
16905,1.00,FORSPI,,30,9.53,,,,225,S,8/17/19
16906,3.80,ACOPAN,,26,10.17,,,,225,S,8/17/19
16907,1.40,ALBEDU,,24,11.74,,,,225,S,8/17/19
16908,1.50,SEMMEX,,34,12.26,,,,225,S,8/17/19
16909,14.30,CHOSPI,,34,10.95,,,,225,S,8/17/19
16910,4.50,,16909,,,,,,225,S,8/17/19
16911,13.20,BURSIM,,24,8.74,,,,225,S,8/17/19
16912,29.70,CALCAN,,24,7.8,,0,,225,S,8/17/19
16913,15.20,,16912,,,,,,225,S,8/17/19
16914,4.80,,16912,,,,,,225,S,8/17/19
16915,2.90,XYLSEE,,10,4.78,,,,225,S,8/17/19
16916,2.60,PAUCUR,,2,4.47,,,,225,S,8/17/19
16917,1.90,CAPIND,,0,4.95,,,,225,S,8/17/19
16918,1.30,SEMMEX,,4,4.4,,,,225,S,8/17/19
16919,4.00,ACACOL,,288,2.81,,,,225,S,8/17/19
16920,4.20,SAPTHE,,318,4.71,,,,225,S,8/17/19
16921,1.30,CAPIND,,312,8.29,,,,225,S,8/17/19
16922,3.00,XYLSEE,,320,7.44,,,,225,S,8/17/19
16923,22.30,CALCAN,,328,8.82,,,,225,S,8/17/19
16924,12.80,,16923,,,,,,225,S,8/17/19
16925,2.10,CASCOR,,330,7.56,,,,225,S,8/17/19
16926,1.30,ACATEN,,336,7.52,,,,225,S,8/17/19
16927,22.30,GUAULM,,342,7.18,,0,,225,S,8/17/19
16928,2.60,,16927,,,,,,225,S,8/17/19
16929,17.30,CALCAN,,358,6.07,,,,225,S,8/17/19
16930,1.30,SEMMEX,,6,7.36,,,,225,S,8/17/19
